RIGOR,HS_GPA_12TH,HS_GPA_11TH,HS_GPA_10TH,HS_GPA_9TH,HS_GPA_ACAD,HS_GPA_WGT,SAT_MATH_AVG,SAT_READ_AVG,SAT_WRIT_AVG,ACT_COMP_AVG,ACT_MATH_AVG,ACT_ENG_AVG,ACT_READ_AVG,ACT_SCI_AVG,HOUR_MATH_HOMEWORK,HOUR_SCIENCE_HOMEWORK,HOUR_OTHER_HOMEWORK,CREDITS_APIB,CREDITS_AP_ENG,CREDITS_AP_MATH,CREDITS_AP_SCIENCE,CREDITS_AP_SOCIAL_SCIENCE,FRESHMAN_GPA,FRESHMAN_CREDITS_ATTEMPTED,FRESHMAN_CREDITS_EARNED,X5REMRAT,X5ENRATT
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,500,500,450,-9,-9,-9,-9,-9,2,1,-9,-8.0,-8.0,-8.0,-8.0,-8.0,0.2,16,1,0.0,1
3,3.5,2.5,3.5,3.0,3.0,3.5,540,530,510,-9,-9,-9,-9,-9,2,2,3,3.0,1.0,0.0,0.0,2.0,3.2,30,27,0.0,3
6,-1.0,-1.0,-1.0,0.5,0.5,0.5,-9,-9,-9,19,16,19,17,16,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
2,2.5,2.0,2.0,2.5,2.0,2.5,-9,-9,-9,-9,-9,-9,-9,-9,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0.1,1
1,3.5,3.5,2.5,2.5,3.0,3.0,590,460,460,-9,-9,-9,-9,-9,2,1,4,0.0,0.0,0.0,0.0,0.0,2.3,31,28,0.1,1
1,4.0,4.0,4.0,4.0,4.0,4.5,-9,-9,-9,24,-9,-9,-9,-9,2,1,1,3.0,0.0,2.0,0.0,1.0,4.0,32,32,0.1,3
6,3.0,2.5,2.5,3.5,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,1.0,1.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,2,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,2.0,2.0,2.5,2.0,2.0,2.0,-9,-9,-9,19,19,19,20,19,1,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.5,3.5,3.5,4.0,3.5,3.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0.0,0.0,0.0,0.0,0.0,2.3,13,8,0.3,2
6,1.5,1.0,3.0,1.5,2.0,2.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,3,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.5,3.5,3.5,4.0,3.5,4.0,480,530,520,-9,-9,-9,-9,-9,1,2,2,6.5,2.0,1.0,1.0,2.5,3.2,27,27,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,1,2,1,-8.0,-8.0,-8.0,-8.0,-8.0,3.6,32,29,0.0,15
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8.0,-8
6,0.5,0.25,0.5,0.5,0.5,0.5,-6,-6,-6,-6,-6,-6,-6,-6,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
5,-1.0,-1.0,-1.0,-1.0,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
2,-1.0,-1.0,-1.0,-1.0,2.5,3.0,-8,-8,-8,-8,-8,-8,-8,-8,1,1,2,3.0,0.0,0.0,1.0,1.0,3.0,20,20,0.0,3
1,3.5,3.0,3.5,3.5,3.5,3.5,-9,-9,-9,23,22,23,23,23,1,-7,2,1.0,1.0,0.0,0.0,0.0,3.2,23,23,0.0,3
6,0.5,1.0,1.0,1.0,0.25,1.0,480,480,440,23,25,22,22,23,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,-1.0,-1.0,0.5,0.5,510,500,510,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,3.5,3.5,4.0,4.0,3.5,4.0,520,530,510,-9,-9,-9,-9,-9,1,1,1,7.0,2.0,1.0,1.0,3.0,1.9,34,19,0.1,3
2,2.5,2.0,1.0,1.0,1.5,1.5,-9,-9,-9,-9,-9,-9,-9,-9,2,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,3.5,3.5,3.5,3.5,3.5,3.5,530,530,500,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,2.9,31,31,0.0,13
1,3.0,3.5,3.5,3.5,3.5,3.5,460,420,490,25,27,24,24,26,1,2,1,0.0,0.0,0.0,0.0,0.0,2.4,19,16,0.0,3
3,-1.0,1.5,1.5,1.0,1.5,1.5,500,500,500,19,20,20,18,19,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,0.9,33,16,0.0,1
6,3.0,2.5,2.5,2.0,2.5,2.5,-9,-9,-9,19,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,3.4,27,23,0.1,2
3,3.0,3.5,3.5,3.5,3.5,4.0,450,460,450,-9,-9,-9,-9,-9,3,3,4,6.0,2.0,2.0,2.0,0.0,-8.0,-8,-8,-8.0,-8
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,2,2,2,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
4,3.0,2.5,3.0,2.5,2.5,2.5,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,-1.0,3.0,2.5,3.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,3,0.0,0.0,0.0,0.0,0.0,2.8,16,10,0.0,3
6,3.5,3.0,2.5,3.0,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,3,3,4,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,3.5,4.0,4.0,4.0,4.0,4.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,2.0,2.0,0.0,0.0,0.0,3.1,27,27,0.0,3
6,2.5,3.0,2.0,1.5,2.0,2.0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,1.5,2.5,1.0,2.0,-6,-6,-6,-6,-6,-6,-6,-6,1,2,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
2,3.5,3.0,3.0,3.5,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,1,0.0,0.0,0.0,0.0,0.0,1.5,22,14,0.7,1
6,-1.0,-1.0,-1.0,0.25,0.25,0.25,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
2,1.0,1.5,1.5,1.5,1.5,1.5,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,1,1.0,0.0,0.0,1.0,0.0,-6.0,-6,-6,-6.0,-6
4,3.0,3.0,3.0,2.5,2.5,3.0,490,460,460,22,22,18,21,24,1,1,3,0.0,0.0,0.0,0.0,0.0,3.3,24,21,0.0,1
3,2.5,2.5,2.5,2.5,2.5,2.5,640,640,640,21,21,21,21,21,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0.5,1
6,-1.0,-1.0,-1.0,-1.0,2.5,2.5,-9,-9,-9,-9,-9,-9,-9,-9,2,2,4,0.0,0.0,0.0,0.0,0.0,3.4,9,9,0.3,2
1,4.0,4.0,4.0,4.0,4.0,4.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,3.3,32,32,0.0,3
6,-1.0,-1.0,-1.0,1.5,1.5,1.5,-6,-6,-6,-6,-6,-6,-6,-6,3,2,3,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
5,3.5,3.0,3.5,3.5,3.0,3.5,470,440,440,20,20,19,20,19,4,2,2,3.0,0.0,1.0,0.0,2.0,3.2,34,31,0.0,3
3,3.5,3.0,2.5,3.0,3.0,3.0,-9,-9,-9,20,19,19,20,20,1,1,1,0.0,0.0,0.0,0.0,0.0,2.1,19,16,0.6,1
3,2.5,3.0,3.5,2.5,3.0,3.0,550,560,570,24,24,25,25,23,3,3,6,0.0,0.0,0.0,0.0,0.0,2.1,32,27,0.0,1
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
1,3.0,3.0,3.5,3.0,3.0,3.0,640,600,600,25,25,24,25,24,2,1,1,0.5,0.0,0.0,0.0,0.5,3.6,33,33,0.0,3
5,3.5,3.0,3.0,3.5,3.5,3.5,-9,-9,-9,-9,-9,-9,-9,-9,2,2,3,0.0,0.0,0.0,0.0,0.0,3.7,4,4,0.0,2
6,3.0,1.0,2.0,2.0,1.5,2.0,-9,-9,-9,21,21,21,21,21,1,1,3,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.0,2.5,3.5,3.5,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,4,2.0,2.0,0.0,0.0,0.0,2.5,29,29,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,510,500,490,22,-9,-9,-9,-9,-7,-7,2,-8.0,-8.0,-8.0,-8.0,-8.0,-7.0,0,0,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,600,620,600,28,27,27,27,26,1,1,2,-8.0,-8.0,-8.0,-8.0,-8.0,3.8,38,38,0.0,3
4,3.5,3.5,3.0,3.0,3.0,3.5,550,600,600,23,21,24,23,21,1,1,1,0.0,0.0,0.0,0.0,0.0,2.6,19,19,0.0,3
3,3.0,3.0,2.5,2.5,2.5,3.0,510,480,460,22,25,20,21,22,1,1,1,3.0,0.0,1.0,0.0,2.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,0.25,0.5,0.5,0.5,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,3,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.0,2.0,2.5,3.0,2.5,3.0,-9,-9,-9,21,21,20,21,22,4,6,6,0.0,0.0,0.0,0.0,0.0,2.4,15,12,0.0,3
6,0.5,1.0,0.5,2.0,1.0,1.0,500,500,-9,18,18,18,18,18,2,2,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,2.5,2.5,3.0,3.0,2.5,2.5,570,550,570,26,26,26,26,25,1,2,2,2.0,0.0,0.0,0.0,0.0,1.3,27,12,0.3,2
1,3.0,3.0,3.0,3.0,2.5,3.0,-9,-9,-9,22,22,22,22,22,2,1,2,0.0,0.0,0.0,0.0,0.0,2.9,32,32,0.0,3
6,2.0,1.5,1.5,1.5,1.5,1.5,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,-1.0,2.0,2.0,2.0,-6,-6,-6,-6,-6,-6,-6,-6,1,-7,1,0.0,0.0,0.0,0.0,0.0,2.3,21,12,0.0,1
6,4.0,4.0,4.0,4.0,4.0,4.0,550,500,500,-9,-9,-9,-9,-9,1,-7,2,5.0,2.0,2.0,1.0,0.0,4.0,33,33,0.0,3
1,3.5,3.0,2.5,2.5,2.5,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,-7,3,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,2.0,2.0,1.5,2.0,-6,-6,-6,-6,-6,-6,-6,-6,2,2,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
5,3.0,2.0,1.5,1.5,2.0,2.0,470,440,440,20,20,19,20,19,1,2,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,2.5,1.5,3.5,4.0,2.5,3.5,-9,-9,-9,-9,-9,-9,-9,-9,2,1,3,7.5,1.0,1.5,1.0,3.0,3.4,30,30,0.0,3
1,4.0,4.0,4.0,4.0,4.0,4.5,600,640,620,24,23,24,23,21,2,1,2,5.0,2.0,1.0,1.0,1.0,3.5,37,37,0.0,3
1,3.5,3.5,3.5,3.5,3.5,3.5,-9,-9,-9,20,19,20,21,19,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,4.0,3.0,3.5,3.0,3.5,3.5,-6,-6,-6,-6,-6,-6,-6,-6,1,2,3,4.0,1.0,0.0,1.0,0.0,2.6,32,29,0.1,1
3,4.0,4.0,3.5,3.5,3.5,4.0,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,1.0,0.0,0.0,0.0,1.0,3.3,29,29,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,1.3,26,17,0.1,1
2,3.5,3.0,3.0,3.0,3.0,3.0,490,480,460,20,20,19,21,20,1,1,1,0.0,0.0,0.0,0.0,0.0,2.9,27,24,0.2,3
1,3.5,3.5,3.5,3.5,3.5,3.5,490,480,460,20,20,19,21,20,2,2,2,1.0,0.0,0.0,0.0,1.0,3.8,26,26,0.1,9
4,-1.0,1.5,-1.0,1.5,1.0,1.5,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,2.5,3.0,2.5,3.0,2.5,3.0,450,440,-9,-9,-9,-9,-9,-9,1,2,1,0.0,0.0,0.0,0.0,0.0,3.0,31,31,0.0,-9
3,3.0,2.5,2.5,3.0,2.5,3.0,530,520,500,22,22,21,22,22,5,2,3,1.0,0.0,1.0,0.0,0.0,2.3,18,15,0.2,1
1,3.5,3.5,3.5,3.5,3.0,3.5,620,590,550,22,22,21,21,22,2,2,3,6.0,0.0,2.0,2.0,1.0,2.9,32,32,0.1,3
3,3.5,3.0,3.0,3.0,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,3,0.5,0.0,0.0,0.0,0.5,-7.0,0,0,0.0,3
6,3.5,4.0,4.0,4.0,4.0,4.0,-9,-9,-9,22,-9,-9,-9,-9,1,1,1,3.5,2.0,0.5,1.0,0.0,-8.0,-8,-8,-8.0,-8
5,3.0,-1.0,1.0,1.0,1.5,1.5,-8,-8,-8,-8,-8,-8,-8,-8,-9,-9,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,1.5,2.0,2.0,1.5,2.0,-9,-9,-9,24,24,24,24,24,3,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.5,4.0,4.0,3.5,3.5,4.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,2.5,0.0,1.0,1.5,0.0,3.8,33,33,0.0,3
6,-1.0,1.5,2.0,2.0,1.5,2.0,480,500,480,18,19,18,18,18,1,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,2.0,-1.0,2.5,2.5,2.5,2.5,400,400,400,-9,-9,-9,-9,-9,2,1,1,1.0,1.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,1,-8.0,-8.0,-8.0,-8.0,-8.0,3.1,24,24,0.0,9
3,4.0,4.0,4.0,4.0,4.0,4.0,-6,-6,-6,-6,-6,-6,-6,-6,6,3,5,6.5,2.0,1.0,1.0,2.5,3.9,6,6,0.0,3
3,2.0,3.0,1.5,2.5,2.0,2.5,-9,-9,-9,18,-9,-9,-9,-9,1,-7,1,0.0,0.0,0.0,0.0,0.0,2.0,2,2,0.3,1
1,3.0,2.5,2.5,2.5,2.5,2.5,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,2.5,2.5,1.5,1.5,2.0,2.0,640,600,600,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,9,6,0.0,1
1,3.5,2.5,3.0,3.0,2.5,3.0,580,560,540,25,26,25,25,25,3,2,2,2.0,0.0,0.0,2.0,0.0,3.5,30,30,0.0,3
2,-1.0,-1.0,-1.0,-1.0,1.5,2.0,-6,-6,-6,-6,-6,-6,-6,-6,-7,-7,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
2,3.5,3.0,2.0,2.0,2.5,2.5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,2.5,3.0,3.0,3.0,3.0,3.5,590,580,-9,25,26,25,26,24,1,1,3,2.0,0.0,0.0,0.0,2.0,2.6,31,31,0.0,3
3,3.5,3.0,3.5,3.5,3.5,4.0,640,640,620,27,-9,-9,-9,-9,1,1,2,4.0,0.0,0.0,2.0,1.0,3.3,31,31,0.0,3
1,4.0,4.0,3.0,3.0,3.5,4.0,560,550,520,24,24,23,24,23,1,1,2,8.5,3.0,1.5,0.0,5.0,3.8,38,30,0.0,3
3,3.5,3.5,3.0,2.5,3.0,3.0,590,540,560,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,3.2,29,29,0.0,3
1,3.0,2.0,3.0,2.5,2.5,2.5,-9,-9,-9,18,18,16,19,18,1,1,1,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0.1,1
6,1.5,0.5,0.5,2.0,1.0,1.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
5,2.0,3.0,2.0,2.5,2.5,2.5,570,550,550,-9,-9,-9,-9,-9,2,1,2,0.5,0.0,0.0,0.0,0.5,0.5,22,3,0.1,2
4,3.5,3.5,3.0,3.5,3.5,3.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,2,0.0,0.0,0.0,0.0,0.0,3.1,33,34,0.0,11
6,4.0,3.5,3.5,3.5,3.5,3.5,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,4.0,3.5,3.5,3.0,3.5,3.5,-9,-9,-9,22,22,21,21,22,1,1,2,0.5,0.5,0.0,0.0,0.0,3.4,31,31,0.0,3
1,2.5,3.5,3.5,3.5,3.0,4.0,500,480,460,21,21,19,21,20,2,3,4,5.0,1.0,1.0,1.0,2.0,-7.0,0,0,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8.0,-8
5,3.0,3.5,2.5,2.5,3.0,2.5,-9,-9,-9,18,16,18,18,19,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,4.0,4.0,4.0,4.0,4.0,4.5,-9,-9,-9,-9,-9,-9,-9,-9,1,2,3,7.0,2.0,1.0,1.0,3.0,-7.0,15,0,0.0,3
2,3.5,2.5,2.5,3.0,3.0,3.0,510,480,480,-9,-9,-9,-9,-9,2,1,3,0.0,0.0,0.0,0.0,0.0,3.4,26,20,0.0,1
6,4.0,3.5,3.5,3.0,3.5,3.5,-6,-6,-6,-6,-6,-6,-6,-6,2,1,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,2.0,3.0,3.0,3.0,2.5,3.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,3,13.0,2.0,3.0,4.0,4.0,2.0,8,8,0.0,1
1,4.0,4.0,4.0,4.0,4.0,4.0,520,640,620,19,19,20,19,20,-8,-8,-8,1.0,0.0,0.0,0.0,1.0,4.0,6,6,0.0,3
6,2.0,1.0,1.0,1.5,1.5,1.5,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,2,0.0,0.0,0.0,0.0,0.0,2.4,12,12,0.0,5
3,3.0,3.0,2.5,2.0,2.5,2.5,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,1.0,0.0,0.0,1.0,0.0,0.0,7,0,0.0,1
6,3.5,3.5,3.5,3.0,3.5,3.5,-9,-9,-9,22,22,23,21,22,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,3.5,3.0,3.0,3.5,3.0,3.5,530,500,500,-9,-9,-9,-9,-9,1,1,2,8.0,1.0,1.5,3.0,1.5,-8.0,-8,-8,-8.0,-8
1,2.0,2.0,2.0,1.5,1.5,2.0,-9,-9,-9,-9,-9,-9,-9,-9,3,3,3,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,2,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8.0,-8
1,3.0,2.0,2.0,2.0,2.0,2.0,400,400,400,16,16,15,17,17,1,-7,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,1.0,1.5,2.0,2.5,1.5,2.0,460,460,440,20,20,20,21,20,1,1,1,1.5,0.5,0.0,0.0,1.0,-8.0,-8,-8,-8.0,-8
1,3.0,3.5,3.5,4.0,3.5,3.5,480,460,440,22,22,22,22,22,1,-7,2,2.0,0.0,0.0,2.0,0.0,2.9,28,26,0.0,3
6,4.0,4.0,4.0,4.0,4.0,4.5,-9,-9,-9,-9,-9,-9,-9,-9,-7,1,1,6.0,1.0,1.0,2.0,2.0,4.0,31,31,0.0,3
1,2.5,3.0,3.0,3.5,3.0,3.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,2.0,2.0,0.0,0.0,0.0,3.4,24,24,0.0,3
1,-1.0,3.0,2.0,1.5,2.0,3.0,400,400,400,16,16,15,17,16,1,1,1,4.0,2.0,0.0,0.0,2.0,1.7,9,6,0.4,1
6,1.5,2.5,2.0,2.0,2.0,2.0,510,500,490,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0.4,1
1,4.0,4.0,4.0,4.0,4.0,4.5,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,0.0,0.0,0.0,0.0,0.0,3.5,32,32,0.0,3
6,-1.0,-1.0,-1.0,1.0,1.5,1.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,3.0,3.0,2.5,3.0,2.5,3.0,450,460,450,-9,-9,-9,-9,-9,-9,-9,-9,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,2,3,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
5,2.0,-1.0,3.0,3.0,2.5,3.0,450,460,420,-9,20,20,19,-9,-9,-9,-9,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0.1,5
1,3.5,4.0,3.5,4.0,3.5,4.0,-9,-9,-9,20,21,20,20,20,1,1,1,0.0,0.0,0.0,0.0,0.0,-7.0,1,1,0.0,1
3,3.0,2.5,3.0,2.5,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,2,1,4,2.0,1.0,0.0,0.0,1.0,2.7,22,22,0.1,3
1,3.5,2.5,2.5,3.0,2.5,3.0,-9,-9,-9,-9,-9,-9,-9,-9,2,1,3,2.0,0.0,0.0,0.0,2.0,-8.0,-8,-8,-8.0,-8
1,2.0,2.5,2.0,3.5,2.5,2.5,640,600,600,-9,-9,-9,-9,-9,1,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.5,3.0,3.0,3.0,3.0,3.0,510,500,470,24,24,22,23,23,2,2,2,0.0,0.0,0.0,0.0,0.0,1.0,28,14,0.1,2
1,3.5,3.5,3.5,3.0,3.5,4.0,500,500,480,20,-9,-9,-9,-9,1,-7,2,7.0,2.0,1.0,1.0,3.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,2.0,3.0,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,2.5,3.0,3.5,3.0,3.0,3.0,450,460,450,-9,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,2.8,24,24,0.1,3
2,2.5,2.0,2.0,2.0,2.0,2.0,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
5,3.5,3.0,2.5,3.5,3.0,3.0,620,620,620,22,-9,-9,-9,-9,1,2,1,1.0,0.0,0.0,1.0,0.0,2.7,32,32,0.0,3
1,2.5,3.5,3.5,3.5,3.0,3.5,570,550,550,-9,-9,-9,-9,-9,1,3,2,4.0,0.0,1.0,2.0,1.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,-1.0,3.0,3.0,3.0,-6,-6,-6,-6,-6,-6,-6,-6,2,4,3,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,2.0,2.0,1.5,1.5,1.5,2.0,480,530,520,-9,-9,-9,-9,-9,1,2,2,0.0,0.0,0.0,0.0,0.0,2.0,28,24,0.0,1
3,4.0,4.0,4.0,4.0,4.0,4.0,-9,-9,-9,-9,-9,-9,-9,-9,1,2,2,8.0,2.0,2.0,2.0,2.0,3.4,28,28,0.0,3
6,-1.0,-1.0,-1.0,2.0,2.0,2.0,-6,-6,-6,-6,-6,-6,-6,-6,1,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,-1.0,-1.0,-1.0,-1.0,3.5,3.5,-6,-6,-6,-6,-6,-6,-6,-6,3,2,2,1.0,0.0,0.0,0.0,1.0,3.9,28,28,0.0,13
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,600,620,600,28,27,27,27,26,1,-7,3,-8.0,-8.0,-8.0,-8.0,-8.0,3.1,26,26,0.0,3
1,3.0,3.5,3.5,3.5,3.5,3.5,640,620,580,25,25,25,25,25,-8,-8,-8,4.0,1.0,1.0,0.0,2.0,3.1,32,32,0.0,3
6,3.0,3.0,3.0,2.5,2.5,3.0,540,500,500,-9,-9,-9,-9,-9,2,1,2,1.0,0.0,0.0,0.0,0.0,1.0,9,3,0.0,3
1,2.5,2.5,1.5,3.0,2.0,2.5,480,530,560,17,17,16,17,17,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,0.25,1.5,3.0,1.5,1.0,1.5,-6,-6,-6,-6,-6,-6,-6,-6,1,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
