RIGOR,HS_GPA_12TH,HS_GPA_11TH,HS_GPA_10TH,HS_GPA_9TH,HS_GPA_ACAD,HS_GPA_WGT,SAT_MATH_AVG,SAT_READ_AVG,SAT_WRIT_AVG,ACT_COMP_AVG,ACT_MATH_AVG,ACT_ENG_AVG,ACT_READ_AVG,ACT_SCI_AVG,HOUR_MATH_HOMEWORK,HOUR_SCIENCE_HOMEWORK,HOUR_OTHER_HOMEWORK,CREDITS_APIB,CREDITS_AP_ENG,CREDITS_AP_MATH,CREDITS_AP_SCIENCE,CREDITS_AP_SOCIAL_SCIENCE,FRESHMAN_GPA,FRESHMAN_CREDITS_ATTEMPTED,FRESHMAN_CREDITS_EARNED,X5REMRAT,X5ENRATT
2,2.0,2.0,2.0,2.0,2.0,2.0,560,560,560,25,25,25,25,24,1,1,2,1.0,0.0,0.0,0.0,0.0,3.0,24,24,0.1,3
5,2.5,2.5,2.5,4.0,3.0,3.0,-8,-8,-8,-8,-8,-8,-8,-8,2,2,3,7.0,2.0,1.0,0.5,3.5,3.2,33,33,0.0,3
1,3.5,3.5,4.0,3.5,3.5,4.0,520,520,520,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0.0,1
1,2.0,2.5,2.0,2.0,2.0,2.0,-9,-9,-9,-9,-9,-9,-9,-9,1,-7,1,0.5,0.0,0.0,0.0,0.5,-8.0,-8,-8,-8.0,-8
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,540,540,530,24,24,24,24,24,2,1,2,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,37,34,0.0,15
4,3.5,3.0,3.0,3.5,3.0,3.5,510,510,500,23,23,24,23,22,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,2.0,1.0,1.5,1.5,470,460,450,19,20,18,19,20,-7,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.0,2.5,3.0,2.5,2.5,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,2.4,6,6,0.1,3
3,3.5,2.0,3.0,3.0,3.0,3.5,600,640,620,26,26,27,27,25,2,1,2,4.5,1.0,1.0,0.0,1.5,-7.0,32,32,0.0,3
6,3.0,3.5,3.0,3.0,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,1,-7,1,0.0,0.0,0.0,0.0,0.0,1.6,24,19,0.4,1
3,3.0,2.0,1.5,2.0,2.0,2.5,-6,-6,-6,-6,-6,-6,-6,-6,2,2,2,1.0,0.0,0.0,0.0,0.0,4.0,5,5,0.1,3
6,2.0,2.0,2.0,1.5,1.5,2.0,-6,-6,-6,-6,-6,-6,-6,-6,2,1,2,0.0,0.0,0.0,0.0,0.0,-9.0,-9,-9,-9.0,-9
6,-1.0,-1.0,-1.0,3.0,2.5,3.5,-6,-6,-6,-6,-6,-6,-6,-6,-7,2,3,0.0,0.0,0.0,0.0,0.0,3.9,12,12,0.1,1
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,550,520,490,-9,-9,-9,-9,-9,-8,-8,-8,-8.0,-8.0,-8.0,-8.0,-8.0,3.2,23,23,0.1,3
1,3.0,-9.0,3.5,4.0,3.5,4.0,-9,-9,-9,21,-9,-9,-9,-9,2,1,1,7.0,1.0,1.0,1.0,2.0,2.3,27,24,0.0,3
1,3.0,3.5,3.5,4.0,3.5,3.5,550,540,530,23,24,23,24,22,2,2,3,2.0,0.0,0.0,1.0,0.0,2.1,29,25,0.0,3
6,-1.0,-1.0,-1.0,2.0,1.5,2.0,-6,-6,-6,-6,-6,-6,-6,-6,-7,-7,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
5,1.5,1.5,1.0,1.0,1.5,1.5,-6,-6,-6,-6,-6,-6,-6,-6,2,2,2,0.0,0.0,0.0,0.0,0.0,2.0,18,10,0.4,2
6,-1.0,-1.0,-1.0,0.5,0.25,0.5,-6,-6,-6,-6,-6,-6,-6,-6,-7,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,-8.0,-8.0,-8.0,-8.0,-8.0,2.9,32,32,0.0,10
1,1.5,2.0,2.0,2.0,1.5,2.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,2.5,2.5,2.0,2.5,2.5,2.5,-9,-9,-9,19,20,19,19,19,1,1,2,0.5,0.0,0.0,0.0,0.0,3.3,16,13,0.2,2
3,3.5,3.0,3.0,3.5,3.0,3.0,450,460,400,21,21,21,21,21,1,1,1,2.0,0.0,0.0,0.0,1.0,3.3,28,28,0.0,1
3,3.0,2.5,3.0,3.0,2.5,3.0,-9,-9,-9,22,23,22,22,23,1,2,2,0.0,0.0,0.0,0.0,0.0,2.9,19,17,0.1,2
1,4.0,3.5,3.5,3.0,3.5,3.5,520,530,530,23,22,24,25,22,2,2,2,0.0,0.0,0.0,0.0,0.0,3.1,33,33,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8.0,-8
4,2.0,2.5,2.0,2.5,2.0,2.5,530,530,500,-9,-9,-9,-9,-9,-9,-9,-9,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,3.0,3.0,2.5,1.5,2.0,2.5,540,500,500,-9,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,1.5,31,17,0.3,2
3,4.0,4.0,4.0,3.5,3.5,4.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,3.9,22,22,0.0,9
2,3.0,2.0,2.5,2.5,2.5,2.5,-9,-9,-9,-9,-9,-9,-9,-9,-7,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.0,2.5,2.5,2.5,2.5,2.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,1.0,0.0,0.0,1.0,0.0,2.4,31,28,0.0,3
6,-1.0,-1.0,-1.0,-1.0,3.5,3.5,-6,-6,-6,-6,-6,-6,-6,-6,2,2,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
2,2.5,3.0,2.0,2.0,2.0,2.5,500,500,470,19,19,18,20,19,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,1.9,30,27,0.1,3
6,-1.0,-1.0,-1.0,1.0,0.5,1.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,3.0,3.0,3.0,3.0,3.0,3.5,-9,-9,-9,24,-9,-9,-9,-9,2,2,2,2.5,0.0,1.0,1.5,0.0,-8.0,-8,-8,-8.0,-8
1,3.5,3.5,3.0,3.5,3.0,4.0,500,510,490,21,21,20,21,20,-7,2,3,13.0,3.0,2.0,2.0,5.0,3.1,29,29,0.0,3
4,2.0,2.0,2.0,1.5,1.5,2.0,-9,-9,-9,20,19,20,20,21,1,2,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
4,2.5,3.0,3.0,4.0,3.0,3.0,425,440,420,-9,-9,-9,-9,-9,1,1,2,1.0,1.0,0.0,0.0,0.0,0.5,21,6,0.0,1
5,3.0,2.5,2.5,2.5,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
4,4.0,4.0,3.5,3.5,3.5,4.0,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,3.0,2.0,0.0,1.0,0.0,3.1,31,28,0.0,3
6,-1.0,-9.0,3.0,3.0,3.0,3.0,-6,-6,-6,-6,-6,-6,-6,-6,2,1,2,0.0,0.0,0.0,0.0,0.0,2.7,27,27,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,480,480,450,21,-9,-9,-9,-9,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
6,3.5,4.0,4.0,3.5,4.0,4.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0.0,0.0,0.0,0.0,0.0,3.7,30,30,0.0,3
1,2.5,2.5,2.0,2.5,2.0,2.5,500,500,400,-9,-9,-9,-9,-9,1,-7,1,1.0,0.0,0.0,0.0,1.0,-8.0,-8,-8,-8.0,-8
1,3.5,3.0,3.5,3.5,3.0,4.0,-9,-9,-9,-9,-9,-9,-9,-9,1,-7,1,12.0,3.0,3.0,2.0,2.0,-8.0,-8,-8,-8.0,-8
1,4.0,3.0,3.0,2.5,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,1,-7,1,0.0,0.0,0.0,0.0,0.0,3.4,31,31,0.0,3
3,3.5,3.0,2.5,3.5,3.0,3.5,550,540,520,23,23,22,23,22,1,1,2,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0.0,1
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,4,-8.0,-8.0,-8.0,-8.0,-8.0,2.3,32,25,0.0,3
3,2.5,2.5,2.0,2.5,2.0,2.5,620,640,600,22,-9,-9,-9,-9,1,1,2,1.0,0.0,1.0,0.0,0.0,2.7,30,30,0.0,5
5,2.5,2.0,2.5,2.5,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,1,-7,1,0.0,0.0,0.0,0.0,0.0,-9.0,-9,-9,-9.0,-9
5,2.0,2.0,1.0,1.5,1.0,1.5,-9,-9,-9,-9,-9,-9,-9,-9,1,2,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,-1.0,-1.0,-1.0,-1.0,3.5,4.5,-9,-9,-9,20,19,20,21,20,2,1,1,1.0,0.0,0.0,0.0,1.0,3.8,29,29,0.0,13
1,2.5,2.0,2.5,2.0,2.0,2.0,425,440,440,21,20,21,22,21,2,2,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,-1.0,3.0,2.0,2.0,2.0,2.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.2,9,2,0.3,1
6,3.0,3.0,3.0,3.0,3.0,3.0,560,550,550,-9,25,24,26,24,2,-9,2,1.5,0.0,0.0,0.0,0.0,-7.0,5,2,0.0,1
1,3.0,3.0,3.0,2.5,3.0,3.0,-9,-9,-9,16,16,16,16,16,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,3.5,3.5,3.5,3.5,3.5,3.5,-9,-9,-9,23,23,23,23,23,1,3,4,0.0,0.0,0.0,0.0,0.0,2.3,22,18,0.1,3
3,3.5,2.5,2.5,2.0,2.5,3.0,620,620,620,22,-9,-9,-9,-9,1,2,3,2.5,0.0,0.0,1.5,1.0,2.3,32,32,0.0,3
6,-1.0,-1.0,-1.0,0.5,0.5,0.5,640,640,580,21,21,21,22,21,1,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,-1.0,3.0,3.0,3.0,500,520,490,19,16,21,19,16,2,-7,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,3.5,3.5,3.5,4.0,3.5,3.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-7.0,14,0,0.0,1
4,2.5,1.0,2.5,2.5,2.0,2.0,-9,-9,-9,19,18,24,22,16,2,2,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,2.0,2.0,2.0,1.5,1.5,2.0,450,420,420,-9,-9,-9,-9,-9,6,-7,6,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,3.5,3.5,3.5,4.0,3.5,4.0,580,570,-9,23,-9,-9,-9,-9,1,1,2,4.0,0.0,0.0,2.0,2.0,-7.0,0,0,0.0,9
5,2.5,3.5,2.0,3.0,2.5,3.0,530,520,510,23,-9,-9,-9,-9,1,1,2,2.0,0.0,0.0,1.0,1.0,-6.0,-6,-6,-6.0,-6
3,4.0,4.0,3.5,3.5,3.5,4.0,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,5.0,2.0,1.0,0.0,2.0,3.5,32,32,0.0,3
6,-1.0,-1.0,2.0,2.5,2.0,2.0,510,480,460,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,-1.0,2.5,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,2,1,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
5,3.0,2.0,2.0,2.0,2.0,2.0,-9,-9,-9,-9,-9,-9,-9,-9,3,3,2,0.0,0.0,0.0,0.0,0.0,2.0,21,18,0.0,2
3,3.5,4.0,3.5,3.5,3.5,3.5,480,480,440,23,25,22,22,23,2,1,1,2.0,1.0,1.0,0.0,0.0,3.7,31,31,0.0,1
6,-1.0,1.0,1.0,1.5,1.0,1.0,400,400,400,16,16,15,17,17,1,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,-1.0,2.0,2.0,2.0,-6,-6,-6,-6,-6,-6,-6,-6,-7,-7,4,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,0.25,0.5,2.5,1.0,1.0,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,1.0,-9
3,3.5,3.5,3.5,3.5,3.5,4.0,580,550,560,-9,-9,-9,-9,-9,2,2,4,5.0,0.0,1.0,2.0,2.0,3.4,37,37,0.0,3
1,3.0,2.0,3.0,2.0,2.0,2.5,520,500,480,-9,-9,-9,-9,-9,2,-7,2,0.0,0.0,0.0,0.0,0.0,2.0,3,3,0.0,1
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-9,-9,-9,-8.0,-8.0,-8.0,-8.0,-8.0,-7.0,0,0,0.0,-9
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,1,3,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
3,3.0,3.5,3.5,4.0,3.5,3.5,560,560,560,25,25,25,25,24,1,1,2,2.0,0.0,1.0,0.0,1.0,-6.0,-6,-6,-6.0,-6
3,4.0,4.0,4.0,4.0,4.0,4.5,530,510,490,24,25,23,24,24,2,2,3,2.5,1.0,0.0,0.0,1.5,4.0,4,4,0.0,1
6,3.0,3.0,3.5,3.0,3.0,3.0,480,480,440,23,25,22,22,23,2,2,1,1.0,0.0,1.0,0.0,0.0,2.7,29,22,0.1,1
4,2.0,-1.0,1.5,1.5,1.5,1.5,-9,-9,-9,19,18,24,22,16,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,2.5,2.5,2.5,2.5,2.5,3.0,-6,-6,-6,-6,-6,-6,-6,-6,2,-7,2,1.0,1.0,0.0,0.0,0.0,2.1,31,28,0.0,3
1,3.0,3.0,3.5,3.5,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,3,3,3,1.0,0.0,0.0,0.0,1.0,-8.0,-8,-8,-8.0,-8
6,2.5,2.5,3.0,1.5,1.5,2.0,550,540,530,25,24,25,26,24,1,1,1,0.0,0.0,0.0,0.0,0.0,2.4,26,21,0.0,3
6,-1.0,2.0,2.0,2.0,1.5,2.0,-9,-9,-9,24,-9,-9,-9,-9,3,4,4,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
5,3.0,2.5,2.5,2.0,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,-1.0,1.0,1.5,1.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
6,3.0,2.5,2.0,2.0,2.0,2.5,-9,-9,-9,21,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,2.5,22,12,0.3,3
6,-1.0,-1.0,-1.0,-1.0,1.5,2.0,-9,-9,-9,-9,-9,-9,-9,-9,4,2,5,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0.0,5
6,2.5,2.5,2.5,2.5,2.5,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,1.5,0.0,0.0,1.0,0.5,3.7,22,22,0.1,1
1,3.0,3.5,3.0,2.5,3.0,3.5,480,500,490,-9,-9,-9,-9,-9,2,3,4,2.0,1.0,0.0,0.0,1.0,3.5,20,20,0.0,1
3,3.0,1.5,2.0,3.0,2.0,3.0,500,480,480,-9,-9,-9,-9,-9,1,4,6,5.5,0.0,1.5,0.0,3.0,-8.0,-8,-8,-8.0,-8
6,2.0,2.5,1.5,2.0,1.5,2.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,3.4,14,11,0.1,3
2,3.0,3.0,3.5,2.5,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.5,3.5,3.5,3.5,3.5,4.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,1,2,5.0,2.0,0.0,0.0,3.0,4.0,31,31,0.0,3
1,3.5,3.0,2.5,2.5,2.5,3.0,-9,-9,-9,24,24,24,24,24,1,1,1,1.5,0.0,0.0,1.0,0.0,-8.0,-8,-8,-8.0,-8
1,2.0,2.0,2.0,2.0,2.0,2.0,500,500,480,20,-9,-9,-9,-9,-7,-7,3,1.0,0.0,0.0,0.0,1.0,-8.0,-8,-8,-8.0,-8
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,480,480,460,22,22,22,21,20,1,1,2,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
1,2.5,2.0,2.0,3.0,2.5,2.5,640,640,640,21,20,22,20,19,1,2,3,0.0,0.0,0.0,0.0,0.0,2.1,29,19,0.1,1
2,3.0,1.5,1.5,1.5,1.5,1.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,1.5,-1.0,2.5,2.0,1.0,2.0,480,500,470,-9,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.0,3.0,3.0,3.0,3.0,3.0,500,480,480,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,3.0,3.0,2.0,3.0,2.5,3.0,570,580,580,23,23,23,23,23,-7,-7,2,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0.0,-9
3,4.0,3.5,4.0,3.5,3.5,4.0,-9,-9,-9,18,19,17,18,18,2,1,2,0.0,0.0,0.0,0.0,0.0,2.7,33,33,0.0,3
6,-1.0,2.5,1.5,3.0,2.0,2.5,-6,-6,-6,-6,-6,-6,-6,-6,1,-9,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,3.5,3.0,2.5,2.0,2.5,2.5,480,460,440,20,20,-9,20,-9,-7,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,3.5,3.0,3.5,3.5,3.5,3.5,-9,-9,-9,20,18,21,20,19,1,1,1,0.0,0.0,0.0,0.0,0.0,2.8,32,26,0.0,1
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8.0,-8
6,3.0,3.0,2.0,0.5,2.0,2.0,470,510,470,17,17,16,18,17,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,1.0,1.5,2.0,2.0,1.5,1.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,2.5,3.0,3.5,3.0,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,3.5,0.0,1.0,0.0,1.0,-6.0,-6,-6,-6.0,-6
3,3.0,2.5,3.5,3.5,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,6,6,6,0.0,0.0,0.0,0.0,0.0,-9.0,-9,-9,-9.0,-9
6,-1.0,-1.0,0.5,0.5,0.5,0.5,-9,-9,-9,25,22,25,20,18,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,2.5,3.0,2.5,2.5,2.5,2.5,600,590,580,23,23,24,24,23,-7,-7,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,-1.0,0.5,0.5,0.5,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,-1.0,-1.0,2.0,2.0,-6,-6,-6,-6,-6,-6,-6,-6,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0.0,-9
1,3.5,3.5,4.0,-1.0,3.5,4.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,4.0,1.0,1.0,1.0,1.0,4.0,33,33,0.0,3
5,2.0,1.5,1.0,2.5,1.5,2.0,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,1.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
2,1.0,1.0,2.0,0.5,1.0,1.0,-9,-9,-9,17,17,16,17,17,1,-7,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.0,3.0,3.5,4.0,3.5,3.5,-9,-9,-9,19,19,17,20,19,1,1,2,0.0,0.0,0.0,0.0,0.0,3.0,6,6,0.0,2
6,-1.0,-1.0,-1.0,-1.0,1.5,2.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.0,2.0,2.0,2.0,2.0,2.0,570,540,530,24,24,23,24,24,2,2,3,0.0,0.0,0.0,0.0,0.0,3.1,24,24,0.1,1
1,3.5,3.0,3.0,3.0,3.0,3.0,500,480,480,21,23,20,19,23,-9,-9,-9,0.0,0.0,0.0,0.0,0.0,2.6,25,22,0.2,1
1,3.0,2.5,2.0,3.0,2.5,2.5,480,530,560,17,17,16,17,17,1,-7,2,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0.0,2
3,3.5,3.0,3.5,4.0,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,2,3,3,2.5,0.0,0.0,0.0,2.5,3.5,28,28,0.0,3
3,3.5,3.0,3.0,3.0,3.0,3.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,1.0,0.0,0.0,0.0,1.0,2.4,21,21,0.0,1
6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,450,550,500,-9,-9,-9,-9,-9,3,2,2,0.0,0.0,0.0,0.0,0.0,3.7,3,3,0.0,3
5,-1.0,-1.0,-1.0,-1.0,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,3,3,3,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.0,3.5,3.5,4.0,3.5,4.0,-9,-9,-9,-9,-9,-9,-9,-9,2,1,3,5.0,2.0,0.0,0.0,3.0,1.9,28,21,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,560,550,550,24,24,23,24,23,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,3.4,35,35,0.0,3
3,3.0,3.0,2.5,3.0,3.0,3.0,-6,-6,-6,-6,-6,-6,-6,-6,-7,-7,2,4.0,1.0,1.0,0.0,2.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,-1.0,-1.0,1.5,2.0,-9,-9,-9,21,20,21,20,21,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
5,3.0,2.0,3.0,3.0,2.5,2.5,-9,-9,-9,23,25,22,22,23,-7,2,3,0.0,0.0,0.0,0.0,0.0,2.6,29,29,0.1,3
5,2.0,2.5,2.0,1.0,2.0,2.0,480,500,490,-9,-9,-9,-9,-9,1,1,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,4.0,3.5,3.0,3.0,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,-7,2,1,2.0,0.0,0.0,0.0,2.0,3.4,31,31,0.0,3
3,2.0,2.0,1.5,2.0,2.0,2.0,-6,-6,-6,-6,-6,-6,-6,-6,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.3,1
3,4.0,3.0,4.0,3.0,3.5,3.5,540,530,510,-9,-9,-9,-9,-9,1,-7,2,0.0,0.0,0.0,0.0,0.0,3.4,28,26,0.0,2
6,-1.0,-1.0,-1.0,-1.0,1.0,1.5,-9,-9,-9,20,19,19,20,20,1,2,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,2.0,-1.0,3.0,3.5,2.5,3.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,2.7,29,19,0.0,1
1,1.0,3.0,3.0,3.0,2.5,2.5,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0.1,2
2,2.5,2.0,2.0,2.0,2.0,2.0,-9,-9,-9,21,21,23,23,21,1,1,2,0.0,0.0,0.0,0.0,0.0,-9.0,24,24,0.0,1
6,3.0,2.0,3.0,3.0,3.0,3.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,3.1,34,31,0.0,3
3,2.5,2.5,1.5,2.5,2.0,2.0,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0.7,1
1,3.5,3.5,3.5,3.0,3.0,3.5,425,480,420,-9,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,3.5,6,6,0.0,1
6,3.0,3.0,2.5,3.0,2.5,3.0,480,460,440,20,20,-9,20,-9,1,-7,1,0.0,0.0,0.0,0.0,0.0,2.5,6,6,0.3,2
6,-1.0,-1.0,2.0,2.5,2.5,2.5,550,600,600,23,21,24,23,21,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
