X1SEX,X1RACE,X1HISPANIC,X1WHITE,X1BLACK,X1PAREDU,X1FAMINCOME,X1SES,X1POVERTY130,X1HHNUMBER,X2PAREDU,X2FAMINCOME,X2SES,X2POVERTY130,X2HHNUMBER,X1CONTROL,X1LOCALE,X1REGION,X1SCHOOLCLI,X2ENROLSTAT,X2ENRSTATSCH,X2NUMHS,X2EVERDROP,X2DROPSTAT,X1TXMTSCOR,X1TXMQUINT,X2TXMTSCOR,X2TXMQUINT,X3TGPATOT,HS_GPA_WGT,HS_GPA_ACAD,X3TGPASTEM,RIGOR,X3TCREDTOT,X3TCREDACAD,X3TCREDSTEM,CREDITS_APIB,X3TCREDADV,X3TCREDHON,X3TCREDMAT,X3TCREDSCI,X3TCREDENG,X3THIMATH,X3THISCI,X3T1CREDALG2,X3T1CREDCALC,X3T1CREDPHYS,X3T1CREDSTAT,X3TWHENALG1,X3HSCOMPSTAT,FRESHMAN_GPA,FRESHMAN_CREDITS_ATTEMPTED,FRESHMAN_CREDITS_EARNED,X5REMRAT,X5ENRATT
1,3,0,0,1,2,1,-0.8283,1,2,2,1,-1.1125,1,4,1,2,2,0.07,2,2,2,0,0,41.7348,2,48.119,3,1.0,1.0,1.0,1.0,6,18.0,12.5,5.0,0.0,0.0,0.0,3.0,2.0,3.0,5,2,0,0,0,0,5,2,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,-8,-8,0.7938,-8,-8,7,4,1.1292,0,3,1,4,3,-0.41,1,1,1,0,0,49.994,3,31.948,1,2.0,2.0,1.5,2.0,2,24.5,16.5,8.5,0.0,0.5,0.0,4.0,3.5,5.5,5,2,0,0,0,0,5,2,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,-8,-8,-0.487,-8,-8,-8,-8,-8.0,-8,-8,1,3,4,-0.01,2,2,1,0,0,44.1314,2,-8.0,-8,1.5,1.5,1.0,1.0,6,9.0,7.5,3.0,0.0,0.0,0.0,1.5,1.5,2.5,5,1,0,0,0,0,4,2,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,3,3,0.2158,0,6,4,3,0.1357,0,5,1,1,3,-2.28,1,1,1,1,3,46.3327,2,37.7497,1,2.5,2.5,2.0,2.0,6,19.0,14.5,6.0,0.0,0.0,0.0,3.0,3.0,3.5,6,1,0,0,1,0,10,1,1.6,17,14,0.2,3
2,8,0,1,0,-8,-8,-0.1912,-8,-8,-8,-8,-8.0,-8,-8,1,1,1,1.0,5,5,1,1,1,32.3475,1,-8.0,-8,1.0,1.0,0.5,0.5,6,8.5,4.0,1.5,0.0,0.0,0.0,1.0,0.0,1.5,4,0,0,0,0,0,4,2,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,7,13,1.3669,0,3,7,13,1.5671,0,2,1,2,2,-0.75,1,1,1,0,0,32.6231,1,39.7194,1,1.5,1.5,1.0,1.0,2,28.0,15.5,8.0,0.0,0.0,0.0,4.0,3.5,4.0,6,2,1,0,1,0,4,1,0.0,23,6,0.3,1
1,5,1,1,1,2,2,-0.7751,1,4,3,2,-0.6315,0,2,2,2,3,1.21,1,1,1,0,0,46.091,2,39.5427,1,3.5,3.5,3.5,3.0,3,25.0,20.5,7.0,0.0,0.0,0.0,4.0,3.0,5.5,7,1,1,0,0,0,4,1,3.7,18,18,0.1,11
2,8,0,1,0,4,7,0.6891,0,3,-8,-8,-8.0,-8,-8,1,2,1,-1.07,2,2,1,0,0,36.8518,1,-8.0,-8,1.0,1.0,1.0,0.5,6,9.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0,1,0,0,0,0,9,4,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,2,4,-0.1442,0,5,2,4,-0.1492,0,5,2,2,3,1.16,1,1,1,0,0,50.7516,3,50.8385,3,2.5,2.5,2.5,2.0,6,5.5,4.5,2.0,0.0,1.0,0.0,1.0,1.0,1.0,7,3,0,0,0,0,9,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,7,13,1.7876,0,3,7,13,1.6814,0,4,1,1,4,-0.33,1,1,1,0,0,72.4236,5,73.5381,5,4.0,4.5,4.0,4.0,1,28.0,22.0,9.0,12.0,8.0,3.0,4.0,3.0,4.5,13,5,0,1,1,0,9,1,3.1,25,25,0.0,3
1,8,0,1,0,4,3,0.5079,0,3,5,11,0.8407,0,4,1,1,2,-9.0,1,1,1,0,0,51.5226,3,49.5014,3,3.0,3.0,3.0,2.5,6,25.0,19.5,8.0,0.0,0.0,0.0,3.5,4.5,3.5,8,2,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
1,3,0,0,1,-8,-8,0.2956,-8,-8,5,6,0.3331,0,4,1,4,4,-2.12,1,1,1,0,0,48.2647,3,46.9304,2,2.0,2.0,1.5,1.5,2,23.0,17.0,8.5,0.0,1.0,0.5,4.0,3.0,5.5,8,1,0,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,-8,-8,0.6929,-8,-8,5,7,1.1094,0,6,1,3,3,-0.81,1,1,1,0,0,57.8791,4,40.9612,2,3.5,4.0,3.5,3.5,3,26.0,17.0,7.0,0.0,0.0,3.0,4.0,3.0,4.0,11,1,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
2,-9,-9,1,0,-8,-8,-8.0,-8,-8,6,3,0.2066,0,3,2,2,4,1.3,2,7,2,0,0,-8.0,-8,47.372,2,3.0,3.0,3.0,2.5,3,29.5,24.0,8.5,0.0,0.0,0.0,3.5,5.0,5.0,5,2,0,0,0,0,4,1,-7.0,0,0,0.1,1
1,8,0,1,0,2,2,-0.7751,0,2,2,1,-1.4665,1,2,1,2,2,0.74,1,1,1,0,0,63.2631,5,-8.0,-8,3.5,3.5,3.5,3.5,6,25.5,15.5,8.5,1.0,1.0,0.0,5.0,3.0,4.0,13,1,1,1,1,0,4,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,2,5,-0.0138,0,4,2,5,-0.4992,0,3,1,2,3,-0.24,1,1,1,0,0,58.8805,5,50.2535,3,3.0,3.0,2.5,2.5,3,31.5,27.0,14.0,5.5,12.5,5.0,5.0,7.0,4.0,13,2,0,1,1,0,10,1,2.3,20,17,0.0,2
2,6,0,1,0,2,2,-0.594,1,6,2,1,-0.5078,1,6,1,4,3,1.14,2,2,4,0,0,57.8832,4,55.2228,4,4.0,4.0,4.0,4.0,6,6.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,4,1,0,0,0,0,8,2,-6.0,-6,-6,-6.0,-6
2,2,0,0,0,4,7,1.105,0,4,5,7,1.0229,0,3,1,2,2,-0.83,1,1,1,0,0,74.6884,5,74.7886,5,4.0,4.5,4.0,4.0,3,25.5,21.0,8.0,6.0,4.0,14.0,4.0,4.0,4.0,13,2,0,1,1,1,9,1,4.0,30,30,0.0,3
2,5,1,1,0,5,13,1.4372,0,5,6,13,1.7162,0,4,2,2,2,0.17,1,1,1,0,0,54.1493,4,64.55,5,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,3.0,31,31,0.0,3
1,6,0,1,0,2,2,-0.5392,1,5,2,2,-0.9544,1,4,1,1,2,-9.0,1,1,1,1,3,49.1814,3,33.1799,1,1.5,1.5,1.5,1.5,2,18.5,16.0,6.5,0.0,0.0,0.0,3.0,3.0,5.0,5,2,0,0,0,0,4,4,-6.0,-6,-6,-6.0,-6
1,4,1,-9,-9,2,1,-8.0,1,4,2,1,-1.1493,1,5,1,1,3,-2.17,1,1,1,1,3,-8.0,-8,33.968,1,2.0,2.0,2.0,2.5,5,24.0,19.5,6.5,1.0,1.0,0.0,2.0,4.0,6.0,3,2,0,0,0,0,9,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,-8,-8,0.3599,-8,-8,5,3,0.2452,0,5,1,4,3,-0.01,2,2,3,0,0,41.3403,1,50.0921,3,2.0,2.0,1.5,1.5,2,29.0,19.5,12.0,0.0,0.0,0.5,6.0,3.5,4.5,6,1,1,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
2,5,1,1,0,2,7,-0.1849,0,5,2,4,-0.388,0,5,1,2,3,0.01,1,1,1,0,0,48.673,3,45.3971,2,2.0,2.0,2.0,1.5,2,29.0,20.0,8.5,0.0,0.0,0.0,4.0,4.0,4.0,6,2,1,0,1,0,4,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,5,8,1.3658,0,5,6,4,0.7553,0,5,1,2,3,-8.0,1,1,1,0,0,52.8851,4,64.5613,5,3.0,3.5,3.0,3.0,3,33.0,29.0,10.5,6.0,9.0,0.0,5.0,6.0,5.0,12,3,1,1,1,0,10,1,2.0,28,20,0.0,1
2,2,0,0,0,7,13,1.9713,0,3,7,13,1.8979,0,3,2,1,4,0.39,1,1,1,0,0,69.2685,5,70.0048,5,4.0,4.5,4.0,3.5,1,33.0,26.5,8.5,10.0,10.0,6.0,4.0,4.0,4.0,13,5,1,1,0,1,10,1,3.4,30,29,0.0,3
1,4,1,-9,-9,1,2,-1.1135,1,9,1,2,-1.4598,1,5,1,2,2,-8.0,1,1,1,0,0,37.44,1,44.4708,2,2.5,2.5,2.0,2.0,2,23.0,18.0,8.0,1.0,2.5,0.0,3.5,4.0,4.0,9,1,0,0,1,0,4,1,0.8,23,6,0.0,2
2,8,0,1,0,4,4,0.498,0,4,5,6,0.5974,0,4,1,3,3,-0.16,1,1,1,0,0,47.6068,2,59.9525,5,4.0,4.0,3.5,3.5,1,30.0,18.5,9.0,0.0,3.0,3.0,4.0,3.0,4.0,6,1,1,0,0,0,4,1,3.8,13,13,0.1,10
1,3,0,0,1,-8,-8,-8.0,-8,-8,5,9,1.1612,0,3,2,1,4,-9.0,2,2,2,0,0,-8.0,-8,61.8115,5,2.0,2.0,2.0,2.0,6,5.0,3.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,4,0,0,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,6,0,1,0,-8,-8,0.0709,-8,-8,5,6,0.5028,0,5,1,2,3,-9.0,4,7,1,0,0,49.8453,3,45.59,2,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,5,-8.0,-8,-8,-8.0,-8
1,4,1,-9,-9,-8,-8,-0.3157,-8,-8,4,7,0.3129,0,3,1,2,1,-9.0,1,1,1,0,0,40.8121,1,37.2175,1,1.5,1.5,1.5,1.0,5,24.0,16.0,5.0,0.0,0.0,2.0,2.0,3.0,4.0,5,1,0,0,0,0,9,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,-8,-8,-8.0,-8,-8,7,1,0.4395,1,3,1,2,4,0.02,3,3,1,0,0,-8.0,-8,32.5251,1,2.0,2.0,2.0,2.5,5,21.0,15.0,5.0,0.0,0.0,0.0,2.5,2.5,4.5,2,1,0,0,0,0,9,5,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,-8,-8,-0.01,-8,-8,3,3,0.1785,1,10,1,4,2,-0.52,1,1,1,0,0,63.5503,5,65.5882,5,4.0,4.0,4.0,4.0,3,26.5,25.0,9.0,0.0,9.5,0.0,4.0,5.0,4.0,12,2,1,1,1,0,10,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,5,9,0.8867,0,4,6,9,1.6119,0,2,2,2,2,0.4,1,1,1,0,0,50.4205,3,64.5626,5,3.5,4.0,3.5,3.5,6,28.0,23.0,10.0,3.0,16.0,5.5,5.0,5.0,3.0,12,3,1,1,0,0,4,1,2.7,29,29,0.0,3
2,8,0,1,0,3,8,0.3502,0,4,4,6,0.8462,0,2,1,2,1,-2.56,1,1,1,0,0,69.6074,5,71.8557,5,4.0,4.5,4.0,4.0,3,30.0,26.5,13.5,13.0,14.0,6.0,5.0,8.0,4.0,13,5,1,1,1,1,10,1,2.5,29,29,0.0,3
2,8,0,1,0,3,3,0.1521,0,4,4,3,0.3015,0,4,1,4,3,-0.38,1,1,1,0,0,58.3732,4,46.3165,2,3.5,3.5,3.5,3.0,3,32.0,28.0,9.0,7.0,13.0,1.0,5.0,4.0,5.0,10,5,1,0,0,1,10,1,-6.0,-6,-6,-6.0,-6
2,5,1,0,0,-8,-8,0.1998,-8,-8,2,2,-0.8395,1,5,1,2,1,0.44,1,1,1,0,0,62.5181,5,59.703,5,4.0,4.0,4.0,3.5,3,27.5,22.0,9.0,2.0,2.0,5.0,5.0,4.0,4.0,11,2,1,0,1,1,4,1,3.0,31,31,0.0,3
2,6,0,1,0,4,6,0.7312,0,4,5,6,0.5171,0,4,1,2,3,-0.76,1,1,1,0,0,66.8721,5,63.2666,5,4.0,4.5,4.0,4.0,3,31.0,24.0,10.0,6.0,6.0,8.0,5.0,5.0,5.0,11,5,1,0,1,1,10,1,0.9,35,15,0.0,1
1,8,0,1,0,5,8,0.682,0,4,6,9,0.1708,0,5,1,2,3,-0.69,1,1,1,0,0,46.5542,2,50.2234,3,3.0,3.5,3.0,3.0,2,28.0,18.0,9.0,0.0,0.0,4.0,4.0,4.0,4.0,7,1,1,0,1,0,4,1,2.5,31,25,0.0,9
2,3,0,0,1,2,2,-0.8455,1,3,2,2,-0.3958,0,3,1,3,3,-1.82,1,1,1,0,0,41.7563,2,40.1501,1,2.0,2.0,1.5,1.0,3,32.0,21.0,9.0,0.0,0.0,0.0,5.0,4.0,4.0,6,2,1,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,2,4,-0.4763,0,9,2,4,-0.2,0,8,1,2,3,-9.0,1,1,1,0,0,55.2405,4,46.5248,2,1.5,1.5,1.5,1.5,5,22.5,15.5,7.0,0.0,1.0,2.0,2.5,3.0,4.0,7,1,0,0,0,0,9,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,2,4,-0.1236,0,5,2,3,-0.2594,0,3,1,2,2,-1.94,1,1,1,0,0,47.9491,3,50.6559,3,3.5,3.5,3.5,3.0,6,20.0,16.5,6.0,0.0,1.5,0.0,2.5,2.5,3.5,7,2,0,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,2,4,0.3826,0,4,1,5,0.1626,0,4,1,4,2,-9.0,5,5,1,1,1,35.7516,1,-8.0,-8,1.0,1.0,0.5,1.0,6,5.0,2.5,1.5,0.0,0.0,0.0,1.0,0.0,1.5,4,0,0,0,0,0,4,3,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,1,1,-1.7157,1,4,-8,-8,-8.0,-8,-8,1,3,3,-1.43,5,5,1,1,1,46.758,2,-8.0,-8,1.5,1.5,1.0,1.0,6,9.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,4,0,0,0,0,0,5,3,-6.0,-6,-6,-6.0,-6
2,4,1,-9,-9,-8,-8,-0.8777,-8,-8,2,4,0.2125,0,3,1,4,2,-9.0,2,7,3,0,0,39.1132,1,40.8862,2,1.5,1.5,1.5,1.0,6,7.0,4.0,2.5,0.0,0.0,0.0,1.5,0.5,1.0,4,1,0,0,0,0,4,5,-6.0,-6,-6,-6.0,-6
1,5,1,1,0,-8,-8,-0.5481,-8,-8,3,2,-0.7523,1,5,1,4,3,-9.0,1,1,1,0,0,45.6641,2,-8.0,-8,2.5,2.5,2.5,2.5,1,30.0,22.0,9.0,0.0,0.0,0.0,4.0,4.0,4.0,6,2,1,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,2,0,0,0,3,3,-0.6189,0,4,4,2,-0.6361,0,4,2,1,3,0.25,1,1,1,0,0,61.3294,5,59.7061,5,2.0,2.0,2.0,2.0,6,27.5,21.0,8.5,0.0,1.0,0.0,4.0,4.0,5.5,12,1,1,1,1,0,10,1,2.8,33,30,0.0,3
2,8,0,1,0,2,4,-8.0,0,3,2,3,-0.1872,0,4,1,4,2,1.3,1,1,1,0,0,-8.0,-8,40.4782,1,1.5,1.5,1.5,1.5,4,21.5,17.5,8.0,0.0,2.0,0.0,4.0,4.0,4.0,8,3,0,0,0,0,9,5,-6.0,-6,-6,-6.0,-6
2,3,0,0,1,2,2,-0.4023,1,4,2,4,-0.5278,0,4,1,3,2,-1.26,1,1,1,1,3,39.8194,1,39.5142,1,2.5,2.5,2.0,2.0,3,23.0,20.0,8.0,0.0,1.5,0.0,4.0,4.0,5.0,6,2,1,0,0,0,6,1,-8.0,-8,-8,-8.0,-8
2,-9,-9,1,0,-8,-8,-8.0,-8,-8,2,4,-0.1532,0,3,1,3,2,-9.0,1,1,1,0,0,-8.0,-8,54.1904,4,3.5,3.5,3.5,3.0,5,22.5,17.5,7.0,0.0,0.0,0.0,4.5,2.5,4.0,11,1,1,0,0,0,4,1,3.1,24,24,0.0,10
2,3,0,0,1,2,1,-0.373,1,7,3,1,-0.6391,1,7,1,2,1,-0.41,1,1,1,0,0,38.187,1,47.7714,2,3.5,3.5,3.0,2.5,3,27.0,23.5,7.0,0.0,0.0,0.0,3.0,4.0,5.0,7,2,0,0,0,0,4,1,-7.0,0,0,0.0,1
2,6,0,1,0,-8,-8,0.2697,-8,-8,6,5,1.0007,0,5,1,4,3,-9.0,1,1,1,0,0,59.7002,5,52.3413,4,3.5,3.5,3.5,3.0,1,27.0,21.0,8.5,0.0,0.0,2.0,3.0,4.0,4.5,6,2,1,0,0,0,10,1,3.6,33,33,0.0,3
2,8,0,1,0,2,3,-0.561,0,3,3,3,-0.1678,0,5,1,4,3,-1.38,1,1,1,0,0,48.1913,3,40.7981,2,2.5,2.5,2.5,2.0,1,29.0,23.0,11.0,0.0,0.0,0.0,6.0,4.0,4.0,6,1,1,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
2,5,1,1,0,7,8,0.5897,0,5,-8,-8,-8.0,-8,-8,2,2,1,1.53,2,2,1,0,0,63.9599,5,-8.0,-8,1.5,1.5,1.5,1.5,6,8.0,6.0,2.5,0.0,0.0,0.0,1.0,1.0,1.0,8,1,0,0,0,0,9,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,2,4,0.1775,0,8,-8,-8,-8.0,-8,-8,1,1,1,-9.0,1,1,1,0,0,47.3302,2,-8.0,-8,1.0,1.0,1.0,1.0,6,10.0,9.0,5.0,0.0,0.0,0.0,3.0,2.0,1.5,6,2,1,0,0,0,4,3,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,2,5,-0.136,0,5,2,5,0.235,0,4,2,3,3,0.83,1,1,1,0,0,48.3315,3,50.0357,3,2.0,2.0,2.0,2.5,6,22.0,15.0,7.5,0.0,0.0,0.0,3.0,4.0,3.0,6,2,1,0,0,0,4,1,1.4,29,19,0.0,9
1,8,0,1,0,5,7,0.5855,0,4,6,8,0.806,0,3,1,2,4,-9.0,1,1,1,0,0,44.183,2,35.5771,1,2.0,2.0,1.5,1.5,1,23.5,17.0,7.0,1.0,0.0,4.5,3.0,3.0,4.0,8,1,0,0,1,0,4,1,1.3,22,15,0.0,3
2,2,0,0,0,7,8,1.244,0,4,7,9,1.1805,0,7,1,2,2,-9.0,1,1,1,0,0,63.4878,5,64.5529,5,3.5,4.0,3.5,3.0,6,32.0,29.0,11.5,11.0,10.5,4.5,5.0,6.5,3.0,13,5,1,1,1,0,10,1,2.1,25,25,0.0,3
1,5,1,1,0,5,13,1.6414,0,4,6,12,1.6533,0,3,2,1,3,0.8,1,1,1,0,0,62.9318,5,67.0942,5,3.0,3.0,3.0,3.5,1,34.0,22.0,10.5,1.0,8.5,0.0,5.0,4.0,4.5,13,2,1,1,1,0,4,1,2.6,24,24,0.0,3
1,8,0,1,0,4,13,0.0329,0,3,3,13,0.3567,0,3,2,1,2,1.44,1,1,1,0,0,52.7656,4,63.3128,5,3.5,3.5,3.0,3.0,3,26.0,22.0,8.0,0.0,1.0,4.0,4.0,4.0,4.0,12,1,1,1,1,0,10,1,-8.0,-8,-8,-8.0,-8
2,2,0,0,0,4,13,0.6059,0,3,5,13,0.8756,0,4,2,2,2,1.37,2,1,3,0,0,59.0139,5,66.5912,5,4.0,4.0,4.0,3.5,6,21.5,16.5,5.5,0.0,2.0,1.0,3.0,2.5,3.0,7,3,0,0,0,0,5,5,4.0,16,16,0.0,2
1,8,0,1,0,4,5,0.3712,0,3,4,3,0.224,0,4,1,2,2,-8.0,1,1,1,0,0,73.6276,5,71.0891,5,3.5,4.0,3.5,3.5,1,30.0,23.5,8.5,4.0,3.5,6.0,4.0,4.0,4.0,13,5,1,1,1,0,10,1,-8.0,-8,-8,-8.0,-8
2,5,1,1,0,3,5,-0.2613,0,5,4,4,0.279,0,4,1,4,3,-9.0,1,1,1,0,0,39.0588,1,47.5075,2,2.5,2.5,2.5,2.0,1,30.0,21.0,9.0,0.0,1.5,0.0,4.0,4.0,4.0,6,1,1,0,1,0,4,1,-6.0,-6,-6,-6.0,-6
2,5,1,1,0,5,8,1.5786,0,4,6,6,1.2003,0,3,2,1,3,1.3,2,1,2,0,0,62.3429,5,66.8647,5,3.5,3.5,3.5,3.5,1,29.0,18.0,9.0,2.0,3.0,1.0,4.0,4.0,4.5,11,2,1,0,1,0,4,1,3.0,30,30,0.0,3
2,8,0,1,0,-8,-8,-0.0871,-8,-8,-8,-8,-8.0,-8,-8,1,2,1,-9.0,2,2,1,0,0,50.4581,3,-8.0,-8,0.5,0.5,0.5,0.25,6,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,9,3,-6.0,-6,-6,-6.0,-6
2,3,0,0,1,-8,-8,-8.0,-8,-8,2,3,-0.613,1,7,1,2,1,1.14,1,1,1,0,0,-8.0,-8,37.7344,1,2.0,2.0,2.0,1.5,6,20.0,14.5,3.5,0.0,0.0,0.0,2.0,1.5,4.0,7,1,0,0,0,0,9,1,3.6,25,25,0.0,5
2,8,0,1,0,2,1,-1.0541,1,5,3,1,-0.9331,1,7,1,2,4,0.02,2,2,2,1,3,41.6349,1,41.5492,2,2.5,2.5,2.0,2.5,4,20.5,17.0,7.0,0.0,0.0,0.0,4.0,3.0,4.5,4,1,0,0,0,0,5,3,-6.0,-6,-6,-6.0,-6
1,3,0,0,1,-8,-8,-0.4309,-8,-8,2,4,-0.31,0,6,1,1,2,0.26,1,1,1,0,0,29.4072,1,32.0978,1,2.0,2.0,1.5,1.0,6,26.5,18.5,6.0,0.0,0.0,0.0,3.0,3.0,6.0,7,1,0,0,1,0,4,1,-6.0,-6,-6,-6.0,-6
1,4,1,-9,-9,-8,-8,-0.6305,-8,-8,5,5,0.8314,0,5,1,4,3,-9.0,2,2,2,0,0,33.4064,1,43.9969,2,3.5,3.5,3.5,3.0,5,30.0,17.0,7.0,0.0,0.0,0.0,4.0,2.0,4.5,6,1,1,0,0,0,5,1,3.5,30,30,0.1,3
2,-9,-9,-9,-9,-8,-8,-8.0,-8,-8,4,10,0.1378,0,3,1,1,3,-0.58,1,1,1,0,0,-8.0,-8,28.0556,1,2.0,2.0,2.0,1.5,6,16.5,13.5,3.5,0.0,0.0,0.0,3.5,0.0,5.0,6,0,1,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,2,2,-0.7077,0,3,2,2,-0.7559,0,3,1,1,3,0.17,1,1,1,0,0,66.4453,5,65.7665,5,2.5,2.5,2.5,2.0,1,30.0,20.5,9.5,6.5,6.5,0.0,3.0,6.0,4.0,11,5,1,0,1,0,10,1,3.4,10,10,0.0,1
2,8,0,1,0,-8,-8,-0.0868,-8,-8,2,8,-0.3793,0,6,1,3,4,-9.0,2,5,2,1,3,47.2547,2,51.7808,3,2.0,2.0,2.0,1.5,2,29.5,18.0,8.0,0.0,1.0,0.0,3.5,3.0,4.5,5,2,0,0,0,0,5,1,-6.0,-6,-6,-6.0,-6
1,-9,-9,1,0,-8,-8,-8.0,-8,-8,4,7,0.9066,0,3,1,4,2,0.9,1,1,1,0,0,-8.0,-8,51.6599,3,2.5,2.5,1.5,2.5,2,22.5,14.5,9.5,0.0,3.0,0.0,3.0,3.0,4.0,4,1,0,0,0,0,5,1,1.7,14,9,0.6,1
1,8,0,1,0,-8,-8,-0.5348,-8,-8,4,5,-0.1439,0,3,1,2,3,-0.28,2,2,2,0,0,51.9653,3,47.8217,2,1.5,1.5,1.5,1.5,6,15.0,9.5,5.0,0.0,0.0,0.0,2.5,2.5,2.0,5,1,0,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
2,-9,-9,0,0,-8,-8,-8.0,-8,-8,2,3,-0.5736,0,4,1,2,2,-9.0,2,2,3,0,0,-8.0,-8,46.3312,2,1.0,1.0,1.0,1.0,6,9.0,7.5,4.5,0.0,0.0,0.0,1.5,3.0,1.5,5,1,0,0,0,0,5,1,-6.0,-6,-6,-6.0,-6
1,-9,-9,1,0,-8,-8,-8.0,-8,-8,5,12,0.8648,0,3,1,2,1,-9.0,1,1,1,0,0,-8.0,-8,52.6494,4,2.5,2.5,2.5,2.0,3,28.0,22.5,8.5,0.0,3.5,0.0,4.5,4.0,4.0,8,2,0,0,0,0,9,1,2.7,27,27,0.0,1
1,8,0,1,0,-8,-8,0.9494,-8,-8,6,3,0.3409,0,3,2,1,3,1.0,4,6,3,1,2,61.0535,5,61.7663,5,3.0,3.0,3.0,3.0,6,3.5,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4,1,0,0,0,0,4,2,4.0,45,44,0.0,3
1,-9,-9,1,0,-8,-8,-8.0,-8,-8,2,1,-1.2447,1,3,1,2,4,-9.0,1,1,1,0,0,-8.0,-8,39.3412,1,2.0,2.0,2.0,1.5,6,22.0,13.0,5.0,0.0,0.0,0.0,3.0,2.0,4.5,8,2,0,0,0,0,9,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,5,5,0.2685,0,5,6,5,0.258,0,6,1,3,3,0.45,1,1,1,0,0,37.401,1,48.0811,3,3.0,3.0,2.5,3.0,2,27.0,17.5,9.5,0.0,0.0,0.0,4.0,4.0,4.0,5,2,0,0,0,0,5,1,2.0,6,6,0.1,6
1,-9,-9,1,0,-8,-8,-8.0,-8,-8,6,4,1.1029,0,3,1,1,3,0.57,1,1,1,0,0,-8.0,-8,68.9147,5,4.0,4.5,4.0,4.0,3,31.0,30.0,12.0,10.0,7.0,16.0,8.0,4.0,6.0,13,1,1,1,1,1,10,1,3.3,15,15,0.0,3
1,5,1,1,0,2,2,-0.4728,0,3,2,3,-0.3539,0,4,1,1,4,-9.0,5,1,2,1,1,38.8452,1,52.5477,4,1.0,1.0,1.0,1.0,6,7.5,4.0,2.5,0.0,0.0,0.0,1.5,1.0,0.0,8,1,0,0,0,0,4,3,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,4,13,0.8606,0,4,5,13,0.7115,0,4,2,1,3,1.16,1,1,1,0,0,58.2395,4,57.8445,4,3.5,3.5,3.5,3.5,3,24.5,20.5,7.5,1.0,1.0,2.0,4.0,3.5,4.0,12,2,1,1,1,0,10,1,3.6,27,27,0.0,3
2,8,0,1,0,4,3,0.7558,0,4,-8,-8,-8.0,-8,-8,2,2,3,1.67,7,7,1,0,4,52.5598,4,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,2.8,32,32,0.0,3
1,5,1,1,0,2,3,-0.1241,0,7,4,4,-0.2398,0,6,1,2,3,-9.0,2,2,4,0,0,49.9817,3,49.2777,3,1.5,1.5,1.5,1.0,6,21.0,18.0,5.0,0.0,0.0,0.0,3.5,1.5,4.5,6,1,0,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
