X1SEX,X1RACE,X1HISPANIC,X1WHITE,X1BLACK,X1PAREDU,X1FAMINCOME,X1SES,X1POVERTY130,X1HHNUMBER,X2PAREDU,X2FAMINCOME,X2SES,X2POVERTY130,X2HHNUMBER,X1CONTROL,X1LOCALE,X1REGION,X1SCHOOLCLI,X2ENROLSTAT,X2ENRSTATSCH,X2NUMHS,X2EVERDROP,X2DROPSTAT,X1TXMTSCOR,X1TXMQUINT,X2TXMTSCOR,X2TXMQUINT,X3TGPATOT,HS_GPA_WGT,HS_GPA_ACAD,X3TGPASTEM,RIGOR,X3TCREDTOT,X3TCREDACAD,X3TCREDSTEM,CREDITS_APIB,X3TCREDADV,X3TCREDHON,X3TCREDMAT,X3TCREDSCI,X3TCREDENG,X3THIMATH,X3THISCI,X3T1CREDALG2,X3T1CREDCALC,X3T1CREDPHYS,X3T1CREDSTAT,X3TWHENALG1,X3HSCOMPSTAT,FRESHMAN_GPA,FRESHMAN_CREDITS_ATTEMPTED,FRESHMAN_CREDITS_EARNED,X5REMRAT,X5ENRATT
2,8,0,1,0,4,3,0.8485,0,4,5,3,0.7708,0,4,1,2,2,-1.27,1,1,1,0,0,52.0223,3,58.0748,5,3.5,3.5,3.5,3.5,3,25.5,22.5,8.0,2.0,7.0,0.0,4.0,4.0,4.5,11,1,1,0,1,0,4,1,-7.0,0,0,0.0,1
2,-9,-9,-9,-9,-8,-8,-8.0,-8,-8,1,3,-0.7749,1,8,1,4,4,-2.0,2,7,2,0,0,-8.0,-8,46.8691,2,3.0,3.0,3.0,2.5,2,21.5,16.5,6.5,0.0,0.0,0.0,3.0,3.0,5.0,5,1,0,0,0,0,4,1,2.8,20,16,0.4,2
1,5,1,0,0,3,1,-1.0112,1,4,4,1,-0.9354,1,4,1,1,1,-9.0,1,1,2,0,0,43.6647,2,36.8451,1,1.0,1.0,1.5,1.5,5,24.5,19.0,9.0,0.0,0.0,0.0,6.0,2.5,5.0,6,2,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,7,3,1.4985,1,11,7,5,1.1766,0,3,1,4,4,-2.0,2,2,2,0,0,60.0976,5,68.4158,5,3.0,3.0,3.0,3.5,6,12.0,9.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,6,1,1,0,0,0,10,1,2.7,23,18,0.1,-9
1,8,0,1,0,2,7,0.726,0,3,3,8,-0.1119,0,4,1,3,1,-0.32,1,1,1,0,0,54.931,4,55.0129,4,2.5,2.5,2.5,2.5,1,26.5,20.5,9.0,0.0,0.0,0.0,4.0,4.5,4.0,12,1,1,0,1,0,10,1,1.4,15,12,0.0,3
2,8,0,1,0,2,3,-0.7197,0,3,2,3,-0.721,0,2,1,1,3,-1.08,1,1,1,0,0,44.1888,2,47.1875,2,3.5,3.5,3.5,3.5,3,29.5,22.0,11.0,2.0,2.0,0.0,4.0,7.0,5.0,9,5,1,0,0,1,10,1,2.7,30,26,0.0,3
2,8,0,1,0,-8,-8,-0.1838,-8,-8,3,4,-0.4384,0,5,2,1,2,0.32,1,1,1,0,0,43.4432,2,48.6359,3,3.5,3.5,3.5,3.0,6,23.0,17.5,7.0,0.0,2.0,0.0,3.0,3.0,3.0,6,2,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,2,4,-0.3394,0,5,2,5,-0.0848,0,6,1,2,3,-0.15,1,1,1,0,0,54.8738,4,49.2229,3,3.0,3.0,2.5,2.5,3,30.0,19.5,8.0,0.0,1.0,0.0,4.0,3.0,5.0,7,1,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,-8,-8,-0.2097,-8,-8,2,2,-0.544,1,6,1,1,3,0.17,1,1,1,0,0,45.8888,2,50.2074,3,2.5,2.5,2.5,2.0,1,33.0,24.5,11.0,6.0,7.0,0.0,4.0,6.0,4.0,11,5,1,0,1,0,4,1,3.2,13,13,0.0,3
2,8,0,1,0,-8,-8,0.2195,-8,-8,3,5,-0.4486,0,4,1,1,1,-1.26,1,1,1,0,0,60.646,5,51.624,3,3.5,3.5,3.0,3.0,1,30.0,23.5,9.5,2.0,12.0,0.0,4.5,4.0,4.5,10,2,1,0,1,1,10,1,2.8,45,34,0.0,3
1,6,0,1,0,2,4,-0.2562,0,5,2,4,-0.2668,0,3,1,2,2,-0.69,1,1,1,0,0,36.03,1,48.2814,3,2.0,2.0,2.0,1.5,6,19.5,11.0,4.5,0.0,2.5,0.0,2.5,2.0,3.0,11,1,0,0,0,0,4,1,2.1,24,21,0.1,2
2,8,0,1,0,-8,-8,-0.3348,-8,-8,2,2,-0.4973,0,3,1,2,2,-0.22,5,5,1,1,1,30.8106,1,29.8608,1,0.25,0.25,0.25,0.25,6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,3,-6.0,-6,-6,-6.0,-6
2,-9,-9,1,0,-8,-8,-8.0,-8,-8,5,4,0.3685,0,7,1,2,3,-0.07,1,1,1,0,0,-8.0,-8,47.7395,2,3.0,3.0,3.0,2.5,3,26.0,18.5,7.0,0.0,1.0,2.0,4.0,3.0,6.5,6,1,1,0,0,0,4,1,3.4,35,35,0.0,11
1,8,0,1,0,4,10,0.7014,0,5,2,1,-1.2447,1,4,2,4,1,1.25,1,1,1,0,0,66.4399,5,62.2928,5,3.0,3.5,3.0,3.0,3,20.0,19.0,7.5,3.0,5.0,5.0,4.0,3.5,4.0,11,2,0,0,0,0,9,1,3.5,33,28,0.0,3
1,8,0,1,0,2,13,0.1548,0,4,-8,-8,-8.0,-8,-8,2,2,3,0.66,7,7,1,0,4,42.4447,2,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,5,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,4,4,1.0178,0,3,6,6,0.555,0,4,1,4,3,-9.0,1,1,1,0,0,62.6312,5,42.1659,2,2.5,2.5,2.0,1.5,1,30.0,17.0,7.0,1.0,2.0,4.0,3.0,3.0,4.0,8,1,1,0,0,0,10,1,-7.0,0,0,0.1,2
1,5,1,0,0,3,3,-0.8411,0,5,4,12,-0.4433,0,3,1,1,3,-0.39,4,1,1,1,2,58.1624,4,49.8149,3,1.0,1.0,1.0,1.0,6,3.5,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8,0,0,0,0,0,9,2,-6.0,-6,-6,-6.0,-6
1,6,0,1,1,4,4,1.2816,0,4,5,5,0.3736,0,7,1,1,2,0.56,1,1,1,0,0,68.6284,5,53.4143,4,3.0,3.0,3.0,3.0,6,20.0,13.5,6.5,2.5,4.5,1.5,3.5,2.0,3.0,11,1,1,0,0,1,10,1,2.3,30,30,0.0,3
1,3,0,0,1,-8,-8,0.302,-8,-8,-8,-8,-8.0,-8,-8,1,2,3,-4.22,6,6,1,0,4,52.8013,4,-8.0,-8,1.5,1.5,1.0,1.0,6,7.5,6.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,8,2,0,0,0,0,9,3,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,1,1,-1.2698,1,8,1,1,-1.2398,1,9,1,4,3,-3.19,1,1,1,0,0,37.6401,1,42.1392,2,3.0,3.0,2.5,2.0,1,29.0,19.0,9.0,0.0,0.0,0.0,4.0,4.0,4.0,11,3,0,0,1,0,4,1,3.2,34,31,0.1,9
2,8,0,1,0,4,11,1.1594,0,5,5,4,0.9818,0,4,2,2,3,1.51,1,1,1,0,0,57.7367,4,62.1152,5,3.5,3.5,3.0,3.0,1,28.0,22.5,8.5,5.0,5.0,3.5,4.0,4.0,4.0,12,2,1,1,1,0,10,1,-8.0,-8,-8,-8.0,-8
1,2,0,0,0,5,3,0.4344,0,6,6,2,-0.0196,1,5,1,4,1,-9.0,1,1,1,0,0,73.6384,5,72.4865,5,3.5,4.0,3.5,3.5,3,31.5,28.0,12.0,11.0,9.5,10.0,4.0,8.0,4.0,13,5,1,1,1,1,10,1,4.0,37,37,0.0,3
1,8,0,1,0,-8,-8,-0.4964,-8,-8,-8,-8,-8.0,-8,-8,1,4,2,0.32,1,1,1,0,0,40.3566,1,-8.0,-8,2.0,2.0,2.0,2.5,6,26.5,12.0,4.0,0.0,0.0,0.0,3.0,1.0,3.0,4,1,0,0,0,0,5,1,-6.0,-6,-6,-6.0,-6
2,5,1,1,0,5,1,0.6889,1,5,6,7,1.3257,0,6,1,1,3,-0.79,1,1,1,0,0,45.0135,2,38.6765,1,3.0,3.0,2.5,2.0,3,29.0,21.0,8.0,1.0,5.5,0.0,4.0,4.0,5.0,6,1,1,0,1,0,4,1,1.4,31,24,0.1,3
1,8,0,1,0,2,7,0.4518,0,3,3,7,0.1124,0,3,1,2,1,0.44,1,1,1,0,0,65.0748,5,55.4626,4,3.5,4.0,3.5,3.5,3,27.5,21.0,9.0,2.0,2.0,6.0,5.0,4.0,4.0,13,2,0,1,1,1,4,1,3.4,32,32,0.1,3
2,5,1,1,0,-8,-8,-0.7642,-8,-8,1,2,-1.0864,0,2,1,4,2,0.47,1,1,1,0,0,45.7972,2,35.2113,1,2.0,2.0,2.0,2.0,6,19.5,11.5,7.0,0.0,0.0,0.0,3.5,2.5,3.0,4,1,0,0,0,0,6,1,-7.0,6,0,0.0,1
1,8,0,1,0,4,4,0.45,0,4,5,2,0.2647,1,4,1,1,3,-0.74,2,2,2,0,0,60.9317,5,61.7428,5,3.0,3.0,2.5,2.5,4,28.5,17.0,9.0,0.0,0.0,3.0,4.0,4.0,4.0,9,1,1,0,1,1,4,1,-6.0,-6,-6,-6.0,-6
1,5,1,1,0,4,13,1.2962,0,3,5,13,1.343,0,3,2,1,4,0.45,2,1,2,0,0,34.9831,1,33.211,1,2.0,2.0,2.0,1.5,3,25.0,20.5,6.0,0.0,0.0,0.0,3.0,3.0,5.0,4,1,0,0,0,0,4,1,1.7,18,15,0.0,1
1,8,0,1,0,-8,-8,-0.0992,-8,-8,1,1,-1.0978,1,3,1,4,3,-0.23,1,1,1,0,0,44.5109,2,42.0329,2,2.0,2.0,1.5,1.5,6,18.0,9.5,4.5,0.0,0.0,0.0,1.0,3.0,2.0,3,2,0,0,0,0,9,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,4,4,1.0087,0,3,5,4,1.1087,0,3,1,2,2,-9.0,1,1,1,0,0,35.9824,1,31.9395,1,4.0,4.0,3.5,3.5,2,24.0,14.0,7.0,0.0,0.0,0.0,3.0,3.0,4.0,6,1,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,3,8,0.9062,0,4,7,10,1.3536,0,3,2,3,1,-9.0,1,1,1,0,0,53.7166,4,54.5068,4,3.0,3.0,3.0,3.0,3,24.5,19.5,9.0,0.0,0.0,0.0,5.0,4.0,4.5,11,2,1,0,0,0,5,1,3.6,35,35,0.0,9
1,-9,-9,1,0,-8,-8,-8.0,-8,-8,5,12,0.5712,0,8,2,3,2,1.19,1,1,1,0,0,-8.0,-8,29.642,1,2.5,2.5,2.0,2.5,6,24.5,12.5,6.0,0.0,0.0,0.0,3.0,2.5,4.0,1,1,0,0,0,0,9,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,3,2,0.4005,0,4,4,3,-0.0771,0,3,1,1,1,-2.87,1,1,1,0,0,60.5003,5,56.5207,4,3.5,4.0,3.5,4.0,3,29.0,26.5,8.0,12.0,6.0,2.0,4.0,4.0,4.0,10,5,0,0,1,0,4,1,3.9,28,28,0.0,9
1,8,0,1,0,2,3,-0.874,0,3,2,4,-0.1891,0,3,1,4,4,-9.0,1,1,1,0,0,29.0051,1,47.7876,2,3.0,3.0,2.5,2.5,3,30.0,20.0,7.0,0.0,0.5,0.0,4.0,3.0,4.0,5,1,0,0,0,0,7,1,2.8,15,15,0.4,1
1,8,0,1,0,5,7,0.8812,0,3,6,10,1.5689,0,3,2,1,1,0.56,1,1,1,0,0,59.1118,5,59.8963,5,3.5,4.0,3.5,3.5,3,26.5,21.5,8.0,4.0,5.0,8.0,4.0,4.0,4.0,7,5,1,0,1,0,4,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,2,2,-0.8455,0,2,-8,-8,-8.0,-8,-8,1,1,2,-1.36,5,5,1,1,1,30.0599,1,-8.0,-8,0.25,0.25,-1.0,-1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9,-9,0,0,0,0,-9,5,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,-8,-8,-0.1416,-8,-8,2,4,-0.395,0,3,1,4,2,0.32,1,1,1,0,0,34.6098,1,34.6138,1,2.5,2.5,2.5,2.5,6,28.0,12.5,4.5,0.0,0.0,0.0,3.0,1.5,4.5,6,1,1,0,0,0,5,5,1.5,27,7,0.4,1
2,6,0,1,0,-8,-8,0.1872,-8,-8,-8,-8,-8.0,-8,-8,1,4,3,-9.0,1,1,1,0,0,56.69,4,-8.0,-8,2.5,3.0,2.5,3.0,2,24.0,18.0,8.0,4.0,6.0,1.0,3.0,4.0,5.0,10,2,1,0,1,1,10,1,-8.0,-8,-8,-8.0,-8
1,5,1,0,1,3,2,-0.6755,1,6,4,3,0.5858,0,3,2,1,1,0.39,2,2,2,0,0,47.8216,2,33.6095,1,2.5,2.5,2.0,2.0,6,14.0,9.5,4.0,0.0,0.0,0.0,2.0,2.0,1.0,9,2,0,0,0,0,4,1,1.9,18,9,0.2,1
1,8,0,1,0,4,5,-0.1739,0,4,5,5,-0.1619,0,3,1,2,1,0.44,1,1,1,0,0,51.2217,3,49.9993,3,3.0,3.0,2.5,2.0,3,28.0,18.0,8.0,0.0,0.0,0.0,5.0,3.0,4.0,6,2,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,5,5,1.6251,0,3,6,5,1.2859,0,6,1,1,2,-9.0,1,7,1,0,0,48.9723,3,54.3056,4,3.0,3.0,2.5,2.5,1,29.0,22.5,12.0,0.0,1.0,0.0,4.5,4.0,5.5,8,1,0,0,1,0,6,1,0.8,27,18,0.0,1
2,8,0,1,0,4,3,-0.0996,0,3,5,3,-0.0419,0,3,1,2,1,-2.24,1,1,1,0,0,41.8973,2,39.2488,1,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,-7.0,0,0,0.0,9
1,8,0,1,0,3,6,-0.0903,0,4,-8,-8,-8.0,-8,-8,1,2,4,-0.34,2,2,1,0,0,34.9141,1,-8.0,-8,1.0,1.0,0.5,0.5,6,9.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,8,1,0,0,0,0,9,4,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,-8,-8,-0.2941,-8,-8,2,5,-0.4672,0,8,1,4,2,0.6,1,1,1,0,0,51.9148,3,36.1308,1,2.0,2.0,1.5,1.5,2,27.5,16.5,6.5,0.0,0.0,0.0,3.0,3.0,4.0,6,2,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
1,3,0,0,1,7,13,2.5668,0,4,7,13,1.2349,0,5,2,4,3,-8.0,1,1,1,0,0,48.0992,3,50.3052,3,3.0,3.0,3.0,3.0,3,24.5,24.5,8.0,0.5,0.5,2.0,4.0,4.0,4.5,12,2,1,1,1,0,10,1,3.1,24,24,0.0,3
2,6,0,1,0,1,2,-1.0449,0,3,2,2,-0.5786,0,3,1,2,2,-9.0,1,1,1,0,0,48.7967,3,58.7785,5,4.0,4.5,4.0,4.0,1,31.5,26.0,10.5,2.0,2.0,9.0,5.0,5.0,5.5,13,3,1,1,1,0,4,1,2.7,30,27,0.0,3
1,8,0,1,0,3,1,-0.4525,1,4,4,1,-0.7434,1,4,1,2,1,-1.32,1,1,1,0,0,55.6876,4,48.4389,3,2.0,2.0,1.5,1.5,4,23.0,15.0,6.0,0.0,0.0,0.0,3.0,3.0,4.5,6,2,1,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,-8,-8,-1.1758,-8,-8,2,1,-0.8542,1,2,1,4,1,0.53,5,2,3,1,1,40.7766,1,39.6878,1,2.0,2.0,1.0,1.0,6,3.0,2.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,4,0,0,0,0,0,4,3,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,3,3,0.1542,1,7,5,4,0.5926,0,7,1,2,2,-9.0,1,1,1,0,0,34.9114,1,50.2016,3,2.0,2.0,1.0,1.0,6,16.5,8.0,5.0,0.0,2.0,0.0,3.0,2.0,2.0,6,1,1,0,1,0,5,5,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,-8,-8,-0.0847,-8,-8,2,1,-0.7785,1,2,1,1,3,-8.0,2,2,1,0,0,63.2752,5,-8.0,-8,3.5,3.5,3.0,3.0,6,16.5,13.0,6.0,0.0,0.0,2.0,3.0,2.0,2.0,6,1,1,0,0,0,10,5,-8.0,-8,-8,-8.0,-8
1,5,1,1,0,2,6,-0.2355,0,3,2,7,-0.2089,0,3,1,1,1,1.1,1,1,1,0,0,48.1756,3,42.1879,2,1.5,1.5,1.5,1.0,4,27.0,15.5,6.5,0.0,0.0,0.0,3.0,3.0,4.0,5,1,0,0,0,0,4,1,2.6,10,9,0.3,2
2,8,0,1,0,-8,-8,-0.1695,-8,-8,2,3,-0.0681,0,5,1,1,3,-0.28,4,2,1,1,2,42.6741,2,42.0491,2,2.0,2.0,1.5,1.5,6,16.0,10.5,5.0,0.0,0.5,0.0,1.0,2.5,2.0,3,1,0,0,0,0,9,2,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,2,7,-0.1915,0,4,2,8,-0.0972,0,6,1,2,1,-9.0,1,1,1,0,0,64.1106,5,63.1588,5,4.0,4.5,4.0,4.0,3,30.5,27.0,7.5,8.0,8.0,7.0,4.0,3.5,4.0,11,5,1,0,1,0,4,1,3.7,31,31,0.0,15
1,5,1,1,0,1,3,-1.0556,0,7,1,4,-0.8739,0,6,1,2,3,0.01,1,1,1,0,0,45.0909,2,54.4115,4,2.0,2.0,1.5,1.5,1,25.0,19.5,8.5,0.0,0.0,0.0,3.5,4.0,4.5,6,2,0,0,1,0,6,1,2.5,21,9,0.2,2
2,8,0,1,0,2,3,-0.4438,0,4,4,2,0.016,0,4,1,2,2,-0.48,1,1,1,0,0,49.0337,3,46.4738,2,3.0,3.0,3.0,3.0,2,26.5,21.5,9.0,0.0,1.0,1.0,4.0,4.0,5.0,7,2,1,0,0,0,4,1,3.6,14,14,0.0,11
2,8,0,1,0,3,3,-0.0922,0,4,4,4,0.1132,0,3,1,4,2,-0.06,1,1,1,0,0,50.6308,3,48.0036,2,3.0,3.0,3.0,3.0,3,24.5,18.5,6.5,0.0,0.0,1.0,3.5,3.0,4.0,11,2,1,0,1,0,4,1,-7.0,0,0,0.0,1
2,6,0,1,0,5,13,0.8026,0,3,6,3,0.8125,0,3,1,1,3,0.08,1,1,1,0,0,52.1142,3,52.2986,4,3.0,3.0,3.0,2.0,4,28.0,23.5,8.0,1.5,3.5,0.0,4.0,4.0,4.0,11,5,1,0,1,1,10,1,4.0,6,3,0.0,1
2,8,0,1,0,3,6,0.6546,0,5,4,5,0.5064,0,3,1,4,2,0.32,1,1,1,0,0,58.2544,4,49.9031,3,3.5,3.5,3.5,3.5,1,28.0,20.0,9.5,0.0,1.0,0.0,4.0,4.0,4.0,11,3,1,0,1,0,10,1,3.4,12,12,0.0,2
2,2,0,0,0,-8,-8,0.6901,-8,-8,4,7,0.2856,0,3,1,2,4,-0.61,1,1,1,0,0,65.8258,5,58.9882,5,2.5,3.0,2.5,2.0,3,25.5,23.5,8.0,7.0,7.0,3.5,4.0,4.0,4.5,12,5,1,1,1,0,10,1,-7.0,0,0,0.0,3
1,2,0,0,0,3,3,0.0745,0,5,4,3,0.2512,0,5,1,4,3,0.1,1,1,1,0,0,63.9123,5,62.2872,5,3.0,3.0,2.5,2.5,1,27.0,17.0,10.0,3.0,5.0,6.0,4.0,4.0,4.0,8,5,1,0,0,0,10,1,-6.0,-6,-6,-6.0,-6
1,5,1,1,0,-8,-8,-0.687,-8,-8,2,2,-0.5879,0,3,1,4,2,-0.52,1,1,1,0,0,44.0583,2,46.9598,2,2.0,2.0,2.0,2.0,6,19.0,15.5,6.0,0.0,0.0,0.0,3.0,3.0,3.5,2,1,0,0,0,0,9,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,5,7,1.0829,0,4,6,6,1.0726,0,4,1,4,3,-1.76,1,1,1,0,0,47.7791,2,34.3329,1,2.5,2.5,2.5,2.0,4,26.5,22.0,8.0,0.0,0.0,0.0,4.0,4.0,6.0,6,2,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,-8,-8,0.9004,-8,-8,-8,-8,-8.0,-8,-8,2,1,2,1.25,7,7,1,0,4,51.8744,3,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,5,-8.0,-8,-8,-8.0,-8
1,-9,-9,1,0,-8,-8,-8.0,-8,-8,5,3,0.0332,0,3,1,2,3,-1.04,1,1,1,0,0,-8.0,-8,28.7713,1,2.0,2.0,2.0,1.5,4,26.0,18.5,9.5,0.0,2.0,0.5,3.5,3.0,8.0,5,1,0,0,0,0,7,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,7,3,0.1339,0,3,7,3,0.6859,0,3,1,2,2,-0.78,1,7,1,0,0,52.1987,4,46.6759,2,3.5,3.5,3.5,3.0,1,28.0,25.5,7.5,4.0,7.5,2.0,4.0,3.0,4.0,10,1,1,0,1,0,4,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,2,3,-0.6954,0,3,-8,-8,-8.0,-8,-8,1,1,3,-9.0,5,5,1,1,1,50.549,3,-8.0,-8,0.5,0.5,0.25,0.25,6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,9,2,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,2,3,-0.5408,0,3,2,3,-0.5238,0,3,1,2,2,-1.09,1,1,1,0,0,35.3561,1,34.5838,1,1.5,1.5,1.5,1.0,5,23.5,17.5,6.5,0.0,1.0,0.0,4.0,2.5,4.0,6,2,0,0,0,0,10,1,-9.0,-9,-9,-9.0,-9
1,8,0,1,0,2,2,-8.0,1,4,2,2,-0.04,1,4,1,4,3,-0.14,1,1,1,0,0,-8.0,-8,46.6428,2,2.0,2.0,2.0,1.5,5,32.0,14.5,6.0,0.0,4.0,0.0,3.0,2.0,4.5,5,2,0,0,0,0,9,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,3,5,0.2008,0,3,4,5,0.2933,0,3,1,2,3,-0.15,1,1,1,0,0,43.8872,2,49.8964,3,2.0,2.0,2.0,2.0,4,29.5,23.0,12.0,2.0,4.0,0.0,6.0,3.0,4.0,6,2,1,0,0,0,4,1,1.0,25,13,0.2,3
2,8,0,1,0,2,6,-0.0197,0,3,2,6,-0.248,0,3,2,1,3,1.16,1,1,1,0,0,62.4149,5,55.0241,4,3.5,4.0,3.5,3.5,3,25.5,22.0,10.0,5.0,5.0,7.0,4.0,6.0,5.0,13,5,1,1,1,0,10,1,2.5,33,33,0.0,3
2,3,0,0,1,3,4,0.5794,0,2,4,4,0.6783,0,2,1,4,4,-0.69,1,1,1,0,0,48.8907,3,52.8808,4,3.0,3.0,3.0,2.5,3,26.5,20.5,8.0,2.0,3.5,0.0,3.0,5.0,4.0,6,2,1,0,0,0,4,1,4.0,2,2,0.0,1
1,2,0,0,0,4,1,0.0337,1,5,5,1,0.8802,1,4,1,4,3,0.47,1,1,1,0,0,75.1133,5,75.5452,5,4.0,4.5,3.5,4.0,3,29.0,22.0,15.0,8.0,9.0,7.0,4.0,6.0,4.0,13,5,1,1,1,0,10,1,2.0,6,3,0.0,3
1,8,0,1,0,5,6,1.7061,0,6,6,6,1.127,0,5,2,2,1,-0.13,1,1,1,0,0,63.8692,5,63.3183,5,3.5,3.5,3.5,3.5,1,25.5,18.5,9.0,0.0,0.0,4.0,4.0,4.0,4.0,11,2,1,0,1,0,4,1,3.5,30,27,0.0,3
2,8,0,1,0,-8,-8,0.6952,-8,-8,-8,-8,-8.0,-8,-8,2,1,4,0.18,1,1,1,0,0,48.1445,3,-8.0,-8,4.0,4.0,3.5,3.5,1,27.5,19.5,7.5,0.0,0.0,2.0,4.0,3.0,4.0,11,1,0,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,4,5,1.3397,0,4,5,6,1.4358,0,4,1,2,1,-0.23,1,1,1,0,0,50.9097,3,50.8627,3,3.5,3.5,3.5,3.0,1,32.0,27.5,13.5,2.0,6.0,5.5,4.0,8.0,4.0,12,5,1,1,1,0,10,1,3.0,32,32,0.0,3
1,5,1,0,0,-8,-8,-0.3983,-8,-8,2,2,-0.9565,0,3,1,4,3,0.08,1,1,1,0,0,40.3266,1,45.8541,2,3.0,3.0,2.5,2.0,1,29.5,19.0,8.0,0.0,1.0,0.0,4.0,3.0,5.5,11,1,1,0,1,0,4,1,2.5,30,27,0.1,3
2,8,0,1,0,2,1,-1.2803,1,3,2,2,-0.7746,0,3,1,4,3,1.51,1,1,1,0,0,45.7902,2,31.2418,1,2.0,2.0,2.0,1.5,2,25.5,17.0,8.5,0.0,0.0,0.0,3.5,3.0,4.0,6,1,1,0,1,0,10,1,-8.0,-8,-8,-8.0,-8
2,2,0,0,0,5,6,1.5454,0,4,6,6,0.8221,0,3,2,2,1,1.53,1,1,1,0,0,63.304,5,62.006,5,3.5,3.5,3.5,3.5,1,32.0,24.5,10.5,1.0,4.0,2.0,4.0,4.0,4.0,11,2,0,0,1,0,9,1,3.8,33,33,0.0,15
1,8,0,1,0,5,9,-8.0,0,3,5,5,0.8333,0,6,1,1,2,-9.0,1,1,1,0,0,-8.0,-8,50.7659,3,2.5,2.5,2.0,2.0,1,24.5,23.0,8.5,4.5,7.5,0.0,4.0,4.0,4.0,9,2,1,0,0,1,4,1,3.7,20,20,0.0,3
1,8,0,1,0,-8,-8,0.3919,-8,-8,4,3,-0.4199,0,5,1,1,2,-0.15,1,1,1,0,0,52.4427,4,59.4042,5,3.5,3.5,3.5,3.5,1,25.5,17.0,8.0,0.0,0.5,0.0,3.0,3.0,4.0,6,2,1,0,1,0,4,1,2.4,13,13,0.0,5
1,8,0,1,0,3,4,-8.0,0,5,4,3,0.2537,0,3,1,2,3,-1.19,1,1,1,0,0,-8.0,-8,48.2581,3,2.5,2.5,2.0,2.0,6,20.5,15.5,7.0,0.0,0.0,0.0,3.0,3.0,3.5,6,1,1,0,1,0,4,1,2.0,21,12,0.2,3
2,8,0,1,0,-8,-8,0.1302,-8,-8,-8,-8,-8.0,-8,-8,1,3,2,-9.0,2,2,1,0,0,51.166,3,-8.0,-8,2.5,2.5,2.5,2.5,6,6.5,4.0,2.5,0.0,0.0,0.0,1.0,1.0,1.0,4,1,0,0,0,0,4,5,-6.0,-6,-6,-6.0,-6
1,6,0,0,0,3,7,-0.1239,0,4,4,7,-0.0918,0,4,1,1,4,-2.33,1,1,1,0,0,56.979,4,45.8253,2,1.5,1.5,1.0,1.5,5,21.5,14.5,6.0,0.0,0.0,0.0,4.0,2.0,4.0,4,1,0,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
